,mass A,
t,x,y
424.169,-6.61E-02,-1.82E-01
424.203,-6.61E-02,-1.82E-01
424.236,-6.61E-02,-1.82E-01
424.269,-6.61E-02,-1.82E-01
424.303,-6.61E-02,-1.82E-01
424.336,-6.61E-02,-1.82E-01
424.369,-6.61E-02,-1.82E-01
424.403,-6.61E-02,-1.82E-01
424.436,-6.61E-02,-1.82E-01
424.469,-6.61E-02,-1.82E-01
424.503,-6.61E-02,-1.82E-01
424.536,-6.61E-02,-1.82E-01
424.57,-6.61E-02,-1.82E-01
424.603,-6.60E-02,-1.82E-01
424.636,-6.60E-02,-1.82E-01
424.67,-6.60E-02,-1.82E-01
424.703,-6.60E-02,-1.82E-01
424.736,-6.60E-02,-1.82E-01
424.77,-6.60E-02,-1.82E-01
424.803,-6.61E-02,-1.82E-01
424.836,-6.61E-02,-1.82E-01
424.87,-6.61E-02,-1.82E-01
424.903,-6.61E-02,-1.82E-01
424.936,-6.61E-02,-1.82E-01
424.97,-6.61E-02,-1.82E-01
425.003,-6.61E-02,-1.82E-01
425.037,-6.61E-02,-1.82E-01
425.07,-6.61E-02,-1.82E-01
425.103,-6.61E-02,-1.82E-01
425.137,-6.61E-02,-1.82E-01
425.17,-6.61E-02,-1.82E-01
425.203,-6.61E-02,-1.82E-01
425.237,-6.61E-02,-1.82E-01
425.27,-6.61E-02,-1.82E-01
425.303,-6.62E-02,-1.82E-01
425.337,-6.62E-02,-1.82E-01
425.37,-6.62E-02,-1.82E-01
425.403,-6.62E-02,-1.82E-01
425.437,-6.62E-02,-1.82E-01
425.47,-6.62E-02,-1.82E-01
425.504,-6.62E-02,-1.82E-01
425.537,-6.62E-02,-1.82E-01
425.57,-6.62E-02,-1.82E-01
425.604,-6.62E-02,-1.82E-01
425.637,-6.62E-02,-1.82E-01
425.67,-6.62E-02,-1.82E-01
425.704,-6.61E-02,-1.82E-01
425.737,-6.61E-02,-1.82E-01
425.77,-6.61E-02,-1.82E-01
425.804,-6.61E-02,-1.82E-01
425.837,-6.61E-02,-1.82E-01
425.87,-6.61E-02,-1.82E-01
425.904,-6.65E-02,-1.83E-01
425.937,-6.66E-02,-1.83E-01
425.971,-6.66E-02,-1.83E-01
426.004,-6.67E-02,-1.83E-01
426.037,-6.67E-02,-1.83E-01
426.071,-6.67E-02,-1.83E-01
426.104,-6.68E-02,-1.83E-01
426.137,-6.71E-02,-1.83E-01
426.171,-6.71E-02,-1.83E-01
426.204,-6.73E-02,-1.83E-01
426.237,-6.73E-02,-1.83E-01
426.271,-6.73E-02,-1.83E-01
426.304,-6.74E-02,-1.84E-01
426.337,-6.74E-02,-1.84E-01
426.371,-6.77E-02,-1.84E-01
426.404,-6.78E-02,-1.84E-01
426.438,-6.79E-02,-1.84E-01
426.471,-6.80E-02,-1.84E-01
426.504,-6.80E-02,-1.84E-01
426.538,-6.80E-02,-1.84E-01
426.571,-6.83E-02,-1.85E-01
426.604,-6.84E-02,-1.85E-01
426.638,-6.85E-02,-1.85E-01
426.671,-6.86E-02,-1.85E-01
426.704,-6.87E-02,-1.85E-01
426.738,-6.90E-02,-1.85E-01
426.771,-6.91E-02,-1.85E-01
426.804,-6.92E-02,-1.85E-01
426.838,-6.93E-02,-1.85E-01
426.871,-6.96E-02,-1.86E-01
426.905,-6.97E-02,-1.86E-01
426.938,-6.98E-02,-1.86E-01
426.971,-6.99E-02,-1.86E-01
427.005,-7.01E-02,-1.86E-01
427.038,-7.01E-02,-1.86E-01
427.071,-7.03E-02,-1.87E-01
427.105,-7.04E-02,-1.87E-01
427.138,-7.05E-02,-1.87E-01
427.171,-7.05E-02,-1.87E-01
427.205,-7.08E-02,-1.88E-01
427.238,-7.09E-02,-1.88E-01
427.271,-7.10E-02,-1.88E-01
427.305,-7.11E-02,-1.88E-01
427.338,-7.14E-02,-1.88E-01
427.372,-7.15E-02,-1.89E-01
427.405,-7.16E-02,-1.89E-01
427.438,-7.19E-02,-1.89E-01
427.472,-7.19E-02,-1.89E-01
427.505,-7.22E-02,-1.89E-01
427.538,-7.23E-02,-1.90E-01
427.572,-7.23E-02,-1.90E-01
427.605,-7.24E-02,-1.90E-01
427.638,-7.27E-02,-1.90E-01
427.672,-7.28E-02,-1.90E-01
427.705,-7.29E-02,-1.91E-01
427.738,-7.32E-02,-1.91E-01
427.772,-7.32E-02,-1.91E-01
427.805,-7.35E-02,-1.91E-01
427.839,-7.36E-02,-1.91E-01
427.872,-7.37E-02,-1.92E-01
427.905,-7.39E-02,-1.92E-01
427.939,-7.41E-02,-1.92E-01
427.972,-7.42E-02,-1.92E-01
428.005,-7.45E-02,-1.93E-01
428.039,-7.45E-02,-1.93E-01
428.072,-7.47E-02,-1.93E-01
428.105,-7.48E-02,-1.93E-01
428.139,-7.49E-02,-1.94E-01
428.172,-7.51E-02,-1.94E-01
428.205,-7.52E-02,-1.94E-01
428.239,-7.55E-02,-1.94E-01
428.272,-7.56E-02,-1.95E-01
428.306,-7.56E-02,-1.95E-01
428.339,-7.58E-02,-1.95E-01
428.372,-7.60E-02,-1.95E-01
428.406,-7.62E-02,-1.96E-01
428.439,-7.63E-02,-1.96E-01
428.472,-7.63E-02,-1.96E-01
428.506,-7.65E-02,-1.97E-01
428.539,-7.66E-02,-1.97E-01
428.572,-7.68E-02,-1.97E-01
428.606,-7.69E-02,-1.97E-01
428.639,-7.71E-02,-1.98E-01
428.672,-7.73E-02,-1.98E-01
428.706,-7.74E-02,-1.98E-01
428.739,-7.76E-02,-1.98E-01
428.773,-7.76E-02,-1.98E-01
428.806,-7.78E-02,-1.99E-01
428.839,-7.79E-02,-1.99E-01
428.873,-7.81E-02,-1.99E-01
428.906,-7.82E-02,-2.00E-01
428.939,-7.84E-02,-2.00E-01
428.973,-7.85E-02,-2.00E-01
429.006,-7.87E-02,-2.01E-01
429.039,-7.88E-02,-2.01E-01
429.073,-7.90E-02,-2.01E-01
429.106,-7.92E-02,-2.02E-01
429.139,-7.93E-02,-2.02E-01
429.173,-7.95E-02,-2.02E-01
429.206,-7.95E-02,-2.02E-01
429.24,-7.97E-02,-2.03E-01
429.273,-7.98E-02,-2.03E-01
429.306,-8.00E-02,-2.03E-01
429.34,-8.01E-02,-2.03E-01
429.373,-8.01E-02,-2.04E-01
429.406,-8.03E-02,-2.04E-01
429.44,-8.05E-02,-2.04E-01
429.473,-8.06E-02,-2.04E-01
429.506,-8.06E-02,-2.05E-01
429.54,-8.09E-02,-2.05E-01
429.573,-8.10E-02,-2.05E-01
429.606,-8.12E-02,-2.06E-01
429.64,-8.13E-02,-2.06E-01
429.673,-8.13E-02,-2.06E-01
429.707,-8.15E-02,-2.07E-01
429.74,-8.17E-02,-2.07E-01
429.773,-8.18E-02,-2.07E-01
429.807,-8.19E-02,-2.07E-01
429.84,-8.19E-02,-2.08E-01
429.873,-8.20E-02,-2.08E-01
429.907,-8.21E-02,-2.08E-01
429.94,-8.21E-02,-2.09E-01
429.973,-8.23E-02,-2.09E-01
430.007,-8.24E-02,-2.09E-01
430.04,-8.25E-02,-2.09E-01
430.073,-8.26E-02,-2.10E-01
430.107,-8.26E-02,-2.10E-01
430.14,-8.28E-02,-2.10E-01
430.174,-8.29E-02,-2.10E-01
430.207,-8.31E-02,-2.11E-01
430.24,-8.32E-02,-2.11E-01
430.274,-8.32E-02,-2.11E-01
430.307,-8.34E-02,-2.12E-01
430.34,-8.35E-02,-2.12E-01
430.374,-8.37E-02,-2.12E-01
430.407,-8.37E-02,-2.12E-01
430.44,-8.38E-02,-2.13E-01
430.474,-8.39E-02,-2.13E-01
430.507,-8.41E-02,-2.13E-01
430.54,-8.42E-02,-2.13E-01
430.574,-8.43E-02,-2.14E-01
430.607,-8.43E-02,-2.14E-01
430.641,-8.44E-02,-2.14E-01
430.674,-8.46E-02,-2.15E-01
430.707,-8.47E-02,-2.15E-01
430.741,-8.49E-02,-2.15E-01
430.774,-8.50E-02,-2.15E-01
430.807,-8.50E-02,-2.16E-01
430.841,-8.51E-02,-2.16E-01
430.874,-8.51E-02,-2.16E-01
430.907,-8.52E-02,-2.16E-01
430.941,-8.52E-02,-2.17E-01
430.974,-8.54E-02,-2.17E-01
431.007,-8.55E-02,-2.17E-01
431.041,-8.56E-02,-2.17E-01
431.074,-8.57E-02,-2.18E-01
431.108,-8.57E-02,-2.18E-01
431.141,-8.57E-02,-2.18E-01
431.174,-8.58E-02,-2.18E-01
431.208,-8.58E-02,-2.19E-01
431.241,-8.59E-02,-2.19E-01
431.274,-8.60E-02,-2.19E-01
431.308,-8.62E-02,-2.19E-01
431.341,-8.62E-02,-2.20E-01
431.374,-8.62E-02,-2.20E-01
431.408,-8.63E-02,-2.20E-01
431.441,-8.63E-02,-2.20E-01
431.474,-8.65E-02,-2.21E-01
431.508,-8.64E-02,-2.21E-01
431.541,-8.65E-02,-2.22E-01
431.575,-8.66E-02,-2.22E-01
431.608,-8.67E-02,-2.22E-01
431.641,-8.68E-02,-2.22E-01
431.675,-8.68E-02,-2.22E-01
431.708,-8.69E-02,-2.23E-01
431.741,-8.70E-02,-2.23E-01
431.775,-8.70E-02,-2.23E-01
431.808,-8.71E-02,-2.23E-01
431.841,-8.71E-02,-2.24E-01
431.875,-8.72E-02,-2.24E-01
431.908,-8.73E-02,-2.24E-01
431.941,-8.73E-02,-2.24E-01
431.975,-8.75E-02,-2.25E-01
432.008,-8.75E-02,-2.25E-01
432.042,-8.75E-02,-2.25E-01
432.075,-8.76E-02,-2.25E-01
432.108,-8.75E-02,-2.25E-01
432.142,-8.76E-02,-2.26E-01
432.175,-8.77E-02,-2.26E-01
432.208,-8.76E-02,-2.26E-01
432.242,-8.76E-02,-2.26E-01
432.275,-8.77E-02,-2.26E-01
432.308,-8.76E-02,-2.27E-01
432.342,-8.76E-02,-2.27E-01
432.375,-8.77E-02,-2.27E-01
432.408,-8.77E-02,-2.27E-01
432.442,-8.76E-02,-2.28E-01
432.475,-8.77E-02,-2.28E-01
432.509,-8.76E-02,-2.28E-01
432.542,-8.76E-02,-2.28E-01
432.575,-8.77E-02,-2.28E-01
432.609,-8.76E-02,-2.29E-01
432.642,-8.76E-02,-2.29E-01
432.675,-8.76E-02,-2.29E-01
432.709,-8.76E-02,-2.29E-01
432.742,-8.76E-02,-2.29E-01
432.775,-8.76E-02,-2.29E-01
432.809,-8.76E-02,-2.30E-01
432.842,-8.76E-02,-2.30E-01
432.875,-8.77E-02,-2.30E-01
432.909,-8.77E-02,-2.30E-01
432.942,-8.77E-02,-2.31E-01
432.976,-8.77E-02,-2.31E-01
433.009,-8.77E-02,-2.31E-01
433.042,-8.77E-02,-2.31E-01
433.076,-8.77E-02,-2.31E-01
433.109,-8.77E-02,-2.31E-01
433.142,-8.77E-02,-2.31E-01
433.176,-8.77E-02,-2.32E-01
433.209,-8.76E-02,-2.32E-01
433.242,-8.77E-02,-2.32E-01
433.276,-8.76E-02,-2.32E-01
433.309,-8.76E-02,-2.32E-01
433.342,-8.75E-02,-2.32E-01
433.376,-8.76E-02,-2.33E-01
433.409,-8.75E-02,-2.33E-01
433.443,-8.75E-02,-2.33E-01
433.476,-8.75E-02,-2.33E-01
433.509,-8.75E-02,-2.33E-01
433.543,-8.75E-02,-2.33E-01
433.576,-8.75E-02,-2.34E-01
433.609,-8.75E-02,-2.34E-01
433.643,-8.75E-02,-2.34E-01
433.676,-8.75E-02,-2.34E-01
433.709,-8.75E-02,-2.34E-01
433.743,-8.75E-02,-2.34E-01
433.776,-8.75E-02,-2.34E-01
433.809,-8.75E-02,-2.34E-01
433.843,-8.75E-02,-2.34E-01
433.876,-8.75E-02,-2.34E-01
433.91,-8.75E-02,-2.34E-01
433.943,-8.75E-02,-2.34E-01
433.976,-8.75E-02,-2.35E-01
434.01,-8.75E-02,-2.35E-01
434.043,-8.75E-02,-2.35E-01
434.076,-8.75E-02,-2.35E-01
434.11,-8.75E-02,-2.35E-01
434.143,-8.75E-02,-2.35E-01
434.176,-8.75E-02,-2.35E-01
434.21,-8.75E-02,-2.35E-01
434.243,-8.75E-02,-2.35E-01
434.276,-8.75E-02,-2.35E-01
434.31,-8.75E-02,-2.35E-01
434.343,-8.75E-02,-2.35E-01
434.377,-8.75E-02,-2.36E-01
434.41,-8.75E-02,-2.36E-01
434.443,-8.75E-02,-2.36E-01
434.477,-8.75E-02,-2.36E-01
434.51,-8.75E-02,-2.36E-01
434.543,-8.75E-02,-2.36E-01
434.577,-8.75E-02,-2.36E-01
434.61,-8.75E-02,-2.36E-01
434.643,-8.75E-02,-2.36E-01
434.677,-8.75E-02,-2.36E-01
434.71,-8.75E-02,-2.36E-01
434.743,-8.75E-02,-2.36E-01
434.777,-8.75E-02,-2.36E-01
434.81,-8.75E-02,-2.36E-01
434.844,-8.75E-02,-2.36E-01
434.877,-8.75E-02,-2.36E-01
434.91,-8.75E-02,-2.36E-01
434.944,-8.75E-02,-2.36E-01
434.977,-8.75E-02,-2.36E-01
435.01,-8.75E-02,-2.36E-01
435.044,-8.75E-02,-2.36E-01
435.077,-8.75E-02,-2.36E-01
435.11,-8.75E-02,-2.36E-01
435.144,-8.74E-02,-2.36E-01
435.177,-8.74E-02,-2.35E-01
435.21,-8.75E-02,-2.35E-01
435.244,-8.75E-02,-2.35E-01
435.277,-8.75E-02,-2.35E-01
435.311,-8.75E-02,-2.35E-01
435.344,-8.75E-02,-2.35E-01
435.377,-8.75E-02,-2.35E-01
435.411,-8.75E-02,-2.35E-01
435.444,-8.75E-02,-2.35E-01
435.477,-8.75E-02,-2.35E-01
435.511,-8.74E-02,-2.35E-01
435.544,-8.74E-02,-2.35E-01
435.577,-8.75E-02,-2.35E-01
435.611,-8.75E-02,-2.35E-01
435.644,-8.75E-02,-2.35E-01
435.677,-8.74E-02,-2.35E-01
435.711,-8.75E-02,-2.35E-01
435.744,-8.75E-02,-2.35E-01
435.778,-8.74E-02,-2.35E-01
435.811,-8.74E-02,-2.35E-01
435.844,-8.75E-02,-2.35E-01
435.878,-8.75E-02,-2.35E-01
435.911,-8.74E-02,-2.35E-01
435.944,-8.74E-02,-2.35E-01
435.978,-8.74E-02,-2.35E-01
436.011,-8.74E-02,-2.34E-01
436.044,-8.74E-02,-2.34E-01
436.078,-8.74E-02,-2.34E-01
436.111,-8.74E-02,-2.34E-01
436.144,-8.74E-02,-2.34E-01
436.178,-8.74E-02,-2.34E-01
436.211,-8.74E-02,-2.34E-01
436.245,-8.75E-02,-2.34E-01
436.278,-8.74E-02,-2.34E-01
436.311,-8.74E-02,-2.34E-01
436.345,-8.74E-02,-2.33E-01
436.378,-8.74E-02,-2.33E-01
436.411,-8.74E-02,-2.33E-01
436.445,-8.74E-02,-2.33E-01
436.478,-8.74E-02,-2.33E-01
436.511,-8.74E-02,-2.33E-01
436.545,-8.74E-02,-2.33E-01
436.578,-8.74E-02,-2.33E-01
436.611,-8.74E-02,-2.32E-01
436.645,-8.74E-02,-2.32E-01
436.678,-8.75E-02,-2.32E-01
436.712,-8.74E-02,-2.32E-01
436.745,-8.74E-02,-2.32E-01
436.778,-8.74E-02,-2.31E-01
436.812,-8.74E-02,-2.31E-01
436.845,-8.74E-02,-2.31E-01
436.878,-8.74E-02,-2.31E-01
436.912,-8.75E-02,-2.31E-01
436.945,-8.75E-02,-2.31E-01
436.978,-8.74E-02,-2.31E-01
437.012,-8.74E-02,-2.30E-01
437.045,-8.74E-02,-2.30E-01
437.078,-8.73E-02,-2.30E-01
437.112,-8.74E-02,-2.30E-01
437.145,-8.74E-02,-2.30E-01
437.179,-8.75E-02,-2.29E-01
437.212,-8.73E-02,-2.29E-01
437.245,-8.74E-02,-2.29E-01
437.279,-8.74E-02,-2.29E-01
437.312,-8.73E-02,-2.29E-01
437.345,-8.74E-02,-2.28E-01
437.379,-8.74E-02,-2.28E-01
437.412,-8.73E-02,-2.28E-01
437.445,-8.73E-02,-2.28E-01
437.479,-8.73E-02,-2.28E-01
437.512,-8.73E-02,-2.28E-01
437.545,-8.73E-02,-2.27E-01
437.579,-8.73E-02,-2.27E-01
437.612,-8.72E-02,-2.27E-01
437.646,-8.73E-02,-2.27E-01
437.679,-8.73E-02,-2.26E-01
437.712,-8.72E-02,-2.26E-01
437.746,-8.73E-02,-2.26E-01
437.779,-8.72E-02,-2.26E-01
437.812,-8.73E-02,-2.25E-01
437.846,-8.73E-02,-2.25E-01
437.879,-8.72E-02,-2.25E-01
437.912,-8.73E-02,-2.25E-01
437.946,-8.72E-02,-2.24E-01
437.979,-8.73E-02,-2.24E-01
438.012,-8.73E-02,-2.24E-01
438.046,-8.72E-02,-2.24E-01
438.079,-8.73E-02,-2.23E-01
438.113,-8.74E-02,-2.23E-01
438.146,-8.72E-02,-2.23E-01
438.179,-8.73E-02,-2.23E-01
438.213,-8.72E-02,-2.22E-01
438.246,-8.73E-02,-2.22E-01
438.279,-8.73E-02,-2.22E-01
438.313,-8.72E-02,-2.22E-01
438.346,-8.73E-02,-2.22E-01
438.379,-8.73E-02,-2.21E-01
438.413,-8.72E-02,-2.21E-01
438.446,-8.72E-02,-2.21E-01
438.479,-8.73E-02,-2.21E-01
438.513,-8.69E-02,-2.20E-01
438.546,-8.69E-02,-2.20E-01
438.58,-8.67E-02,-2.19E-01
438.613,-8.68E-02,-2.19E-01
438.646,-8.68E-02,-2.19E-01
438.68,-8.66E-02,-2.19E-01
438.713,-8.66E-02,-2.18E-01
438.746,-8.67E-02,-2.18E-01
438.78,-8.65E-02,-2.18E-01
438.813,-8.64E-02,-2.17E-01
438.846,-8.63E-02,-2.17E-01
438.88,-8.61E-02,-2.17E-01
438.913,-8.61E-02,-2.17E-01
438.946,-8.61E-02,-2.16E-01
438.98,-8.59E-02,-2.16E-01
439.013,-8.60E-02,-2.16E-01
439.047,-8.58E-02,-2.15E-01
439.08,-8.55E-02,-2.15E-01
439.113,-8.54E-02,-2.15E-01
439.147,-8.54E-02,-2.15E-01
439.18,-8.53E-02,-2.14E-01
439.213,-8.53E-02,-2.14E-01
439.247,-8.52E-02,-2.13E-01
439.28,-8.51E-02,-2.13E-01
439.313,-8.49E-02,-2.13E-01
439.347,-8.48E-02,-2.13E-01
439.38,-8.48E-02,-2.13E-01
439.413,-8.47E-02,-2.12E-01
439.447,-8.47E-02,-2.12E-01
439.48,-8.46E-02,-2.12E-01
439.514,-8.46E-02,-2.12E-01
439.547,-8.45E-02,-2.11E-01
439.58,-8.44E-02,-2.11E-01
439.614,-8.42E-02,-2.10E-01
439.647,-8.42E-02,-2.10E-01
439.68,-8.40E-02,-2.10E-01
439.714,-8.40E-02,-2.10E-01
439.747,-8.41E-02,-2.10E-01
439.78,-8.39E-02,-2.09E-01
439.814,-8.36E-02,-2.09E-01
439.847,-8.36E-02,-2.08E-01
439.88,-8.35E-02,-2.08E-01
439.914,-8.33E-02,-2.08E-01
439.947,-8.31E-02,-2.08E-01
439.981,-8.29E-02,-2.07E-01
440.014,-8.29E-02,-2.07E-01
440.047,-8.27E-02,-2.07E-01
440.081,-8.25E-02,-2.06E-01
440.114,-8.23E-02,-2.06E-01
440.147,-8.23E-02,-2.06E-01
440.181,-8.23E-02,-2.06E-01
440.214,-8.21E-02,-2.05E-01
440.247,-8.19E-02,-2.05E-01
440.281,-8.17E-02,-2.05E-01
440.314,-8.17E-02,-2.05E-01
440.347,-8.15E-02,-2.04E-01
440.381,-8.15E-02,-2.04E-01
440.414,-8.13E-02,-2.03E-01
440.448,-8.12E-02,-2.03E-01
440.481,-8.10E-02,-2.03E-01
440.514,-8.09E-02,-2.03E-01
440.548,-8.07E-02,-2.02E-01
440.581,-8.06E-02,-2.02E-01
440.614,-8.05E-02,-2.02E-01
440.648,-8.03E-02,-2.02E-01
440.681,-8.03E-02,-2.02E-01
440.714,-8.01E-02,-2.01E-01
440.748,-8.00E-02,-2.01E-01
440.781,-7.98E-02,-2.01E-01
440.814,-7.98E-02,-2.00E-01
440.848,-7.98E-02,-2.00E-01
440.881,-7.95E-02,-2.00E-01
440.915,-7.93E-02,-1.99E-01
440.948,-7.91E-02,-1.99E-01
440.981,-7.91E-02,-1.99E-01
441.015,-7.91E-02,-1.99E-01
441.048,-7.88E-02,-1.98E-01
441.081,-7.88E-02,-1.98E-01
441.115,-7.85E-02,-1.98E-01
441.148,-7.85E-02,-1.98E-01
441.181,-7.85E-02,-1.98E-01
441.215,-7.82E-02,-1.97E-01
441.248,-7.80E-02,-1.97E-01
441.281,-7.78E-02,-1.97E-01
441.315,-7.78E-02,-1.97E-01
441.348,-7.75E-02,-1.96E-01
441.382,-7.74E-02,-1.96E-01
441.415,-7.73E-02,-1.96E-01
441.448,-7.72E-02,-1.96E-01
441.482,-7.70E-02,-1.95E-01
441.515,-7.68E-02,-1.95E-01
441.548,-7.66E-02,-1.95E-01
441.582,-7.65E-02,-1.95E-01
441.615,-7.63E-02,-1.94E-01
441.648,-7.61E-02,-1.94E-01
441.682,-7.61E-02,-1.94E-01
441.715,-7.60E-02,-1.94E-01
441.748,-7.58E-02,-1.93E-01
441.782,-7.56E-02,-1.93E-01
441.815,-7.55E-02,-1.93E-01
441.849,-7.53E-02,-1.93E-01
441.882,-7.53E-02,-1.93E-01
441.915,-7.50E-02,-1.92E-01
441.949,-7.49E-02,-1.92E-01
441.982,-7.49E-02,-1.92E-01
442.015,-7.48E-02,-1.92E-01
442.049,-7.46E-02,-1.92E-01
442.082,-7.46E-02,-1.92E-01
442.115,-7.43E-02,-1.91E-01
442.149,-7.42E-02,-1.91E-01
442.182,-7.42E-02,-1.91E-01
442.215,-7.41E-02,-1.91E-01
442.249,-7.38E-02,-1.90E-01
442.282,-7.37E-02,-1.90E-01
442.316,-7.37E-02,-1.90E-01
442.349,-7.36E-02,-1.90E-01
442.382,-7.33E-02,-1.89E-01
442.416,-7.31E-02,-1.89E-01
442.449,-7.28E-02,-1.89E-01
442.482,-7.28E-02,-1.89E-01
442.516,-7.28E-02,-1.89E-01
442.549,-7.25E-02,-1.88E-01
442.582,-7.24E-02,-1.88E-01
442.616,-7.23E-02,-1.88E-01
442.649,-7.23E-02,-1.88E-01
442.682,-7.19E-02,-1.88E-01
442.716,-7.18E-02,-1.88E-01
442.749,-7.17E-02,-1.88E-01
442.783,-7.17E-02,-1.88E-01
442.816,-7.13E-02,-1.87E-01
442.849,-7.12E-02,-1.87E-01
442.883,-7.11E-02,-1.87E-01
442.916,-7.11E-02,-1.87E-01
442.949,-7.11E-02,-1.87E-01
442.983,-7.11E-02,-1.87E-01
443.016,-7.07E-02,-1.86E-01
443.049,-7.06E-02,-1.86E-01
443.083,-7.05E-02,-1.86E-01
443.116,-7.05E-02,-1.86E-01
443.149,-7.01E-02,-1.86E-01
443.183,-7.00E-02,-1.86E-01
443.216,-6.99E-02,-1.86E-01
443.25,-6.99E-02,-1.86E-01
443.283,-6.98E-02,-1.86E-01
443.316,-6.94E-02,-1.85E-01
443.35,-6.93E-02,-1.85E-01
443.383,-6.92E-02,-1.85E-01
443.416,-6.92E-02,-1.85E-01
443.45,-6.92E-02,-1.85E-01
443.483,-6.88E-02,-1.84E-01
443.516,-6.87E-02,-1.84E-01
443.55,-6.87E-02,-1.84E-01
443.583,-6.86E-02,-1.84E-01
443.616,-6.86E-02,-1.84E-01
443.65,-6.86E-02,-1.84E-01
443.683,-6.82E-02,-1.84E-01
443.717,-6.81E-02,-1.84E-01
443.75,-6.80E-02,-1.84E-01
443.783,-6.80E-02,-1.84E-01
443.817,-6.80E-02,-1.84E-01
443.85,-6.80E-02,-1.84E-01
443.883,-6.80E-02,-1.84E-01
443.917,-6.79E-02,-1.84E-01
443.95,-6.75E-02,-1.83E-01
443.983,-6.75E-02,-1.83E-01
444.017,-6.74E-02,-1.83E-01
444.05,-6.74E-02,-1.83E-01
444.083,-6.73E-02,-1.83E-01
444.117,-6.73E-02,-1.83E-01
444.15,-6.73E-02,-1.83E-01
444.184,-6.73E-02,-1.83E-01
444.217,-6.73E-02,-1.83E-01
444.25,-6.68E-02,-1.83E-01
444.284,-6.68E-02,-1.83E-01
444.317,-6.68E-02,-1.83E-01
444.35,-6.67E-02,-1.83E-01
444.384,-6.67E-02,-1.83E-01
444.417,-6.67E-02,-1.83E-01
444.45,-6.67E-02,-1.83E-01
444.484,-6.67E-02,-1.83E-01
444.517,-6.68E-02,-1.83E-01
444.55,-6.67E-02,-1.83E-01
444.584,-6.67E-02,-1.83E-01
444.617,-6.67E-02,-1.83E-01
444.651,-6.67E-02,-1.83E-01
444.684,-6.67E-02,-1.83E-01
444.717,-6.67E-02,-1.83E-01
444.751,-6.67E-02,-1.83E-01
444.784,-6.67E-02,-1.83E-01
444.817,-6.67E-02,-1.83E-01
444.851,-6.67E-02,-1.83E-01
444.884,-6.67E-02,-1.83E-01
444.917,-6.67E-02,-1.83E-01
444.951,-6.66E-02,-1.83E-01
444.984,-6.67E-02,-1.83E-01
445.017,-6.67E-02,-1.83E-01
445.051,-6.67E-02,-1.83E-01
445.084,-6.67E-02,-1.83E-01
445.118,-6.67E-02,-1.83E-01
445.151,-6.67E-02,-1.83E-01
445.184,-6.67E-02,-1.83E-01
445.218,-6.67E-02,-1.83E-01
445.251,-6.67E-02,-1.83E-01
445.284,-6.67E-02,-1.83E-01
445.318,-6.67E-02,-1.83E-01
445.351,-6.67E-02,-1.83E-01
445.384,-6.67E-02,-1.83E-01
445.418,-6.66E-02,-1.83E-01
445.451,-6.67E-02,-1.83E-01
445.484,-6.67E-02,-1.83E-01
445.518,-6.67E-02,-1.83E-01
445.551,-6.67E-02,-1.83E-01
445.585,-6.67E-02,-1.83E-01
445.618,-6.67E-02,-1.83E-01
445.651,-6.67E-02,-1.83E-01
445.685,-6.67E-02,-1.83E-01
445.718,-6.67E-02,-1.83E-01
445.751,-6.67E-02,-1.83E-01
445.785,-6.67E-02,-1.83E-01
445.818,-6.67E-02,-1.83E-01
445.851,-6.67E-02,-1.83E-01
445.885,-6.67E-02,-1.83E-01
445.918,-6.68E-02,-1.83E-01
445.951,-6.68E-02,-1.83E-01
445.985,-6.68E-02,-1.83E-01
446.018,-6.67E-02,-1.83E-01
446.052,-6.67E-02,-1.83E-01
446.085,-6.67E-02,-1.83E-01
446.118,-6.67E-02,-1.83E-01
446.152,-6.67E-02,-1.83E-01
446.185,-6.67E-02,-1.83E-01
446.218,-6.67E-02,-1.83E-01
446.252,-6.67E-02,-1.83E-01
446.285,-6.67E-02,-1.83E-01
446.318,-6.67E-02,-1.83E-01
446.352,-6.67E-02,-1.83E-01
446.385,-6.67E-02,-1.83E-01
446.418,-6.67E-02,-1.83E-01
446.452,-6.67E-02,-1.83E-01
446.485,-6.67E-02,-1.83E-01
446.519,-6.67E-02,-1.83E-01
446.552,-6.67E-02,-1.83E-01
446.585,-6.68E-02,-1.83E-01
446.619,-6.68E-02,-1.83E-01
446.652,-6.68E-02,-1.83E-01
446.685,-6.68E-02,-1.83E-01
446.719,-6.68E-02,-1.83E-01
446.752,-6.68E-02,-1.83E-01
446.785,-6.68E-02,-1.83E-01
446.819,-6.68E-02,-1.83E-01
446.852,-6.68E-02,-1.83E-01
446.885,-6.71E-02,-1.83E-01
446.919,-6.72E-02,-1.83E-01
446.952,-6.72E-02,-1.83E-01
446.986,-6.73E-02,-1.83E-01
447.019,-6.73E-02,-1.83E-01
447.052,-6.74E-02,-1.84E-01
447.086,-6.75E-02,-1.84E-01
447.119,-6.77E-02,-1.84E-01
447.152,-6.78E-02,-1.84E-01
447.186,-6.79E-02,-1.84E-01
447.219,-6.80E-02,-1.84E-01
447.252,-6.80E-02,-1.84E-01
447.286,-6.81E-02,-1.84E-01
447.319,-6.84E-02,-1.85E-01
447.352,-6.85E-02,-1.85E-01
447.386,-6.86E-02,-1.85E-01
447.419,-6.87E-02,-1.85E-01
447.453,-6.89E-02,-1.85E-01
