,,,
,t,x,y
,1.20E+02,1.10E-01,-0.211
,1.20E+02,1.10E-01,-0.211
,1.20E+02,1.10E-01,-0.211
,1.20E+02,1.10E-01,-0.21
,1.20E+02,1.10E-01,-0.21
,1.20E+02,1.10E-01,-0.21
,1.20E+02,1.10E-01,-0.21
,1.20E+02,1.10E-01,-0.21
,1.20E+02,1.10E-01,-0.21
,1.20E+02,1.10E-01,-0.21
,1.20E+02,1.10E-01,-0.21
,1.20E+02,1.10E-01,-0.21
,1.20E+02,1.10E-01,-0.21
,1.20E+02,1.10E-01,-0.21
,1.20E+02,1.10E-01,-0.21
,1.20E+02,1.10E-01,-0.21
,1.20E+02,1.10E-01,-0.21
,1.20E+02,1.10E-01,-0.21
,1.20E+02,1.10E-01,-0.21
,1.20E+02,1.10E-01,-0.211
,1.20E+02,1.10E-01,-0.211
,1.20E+02,1.10E-01,-0.211
,1.20E+02,1.10E-01,-0.211
,1.20E+02,1.10E-01,-0.211
,1.20E+02,1.10E-01,-0.211
,1.20E+02,1.10E-01,-0.211
,1.20E+02,1.10E-01,-0.211
,1.20E+02,1.10E-01,-0.212
,1.20E+02,1.10E-01,-0.212
,1.21E+02,1.10E-01,-0.212
,1.21E+02,1.10E-01,-0.212
,1.21E+02,1.10E-01,-0.212
,1.21E+02,1.10E-01,-0.212
,1.21E+02,1.10E-01,-0.212
,1.21E+02,1.10E-01,-0.212
,1.21E+02,1.10E-01,-0.212
,1.21E+02,1.10E-01,-0.212
,1.21E+02,1.10E-01,-0.212
,1.21E+02,1.10E-01,-0.212
,1.21E+02,1.10E-01,-0.212
,1.21E+02,1.10E-01,-0.212
,1.21E+02,1.10E-01,-0.212
,1.21E+02,1.10E-01,-0.212
,1.21E+02,1.10E-01,-0.212
,1.21E+02,1.10E-01,-0.212
,1.21E+02,1.11E-01,-0.213
,1.21E+02,1.11E-01,-0.214
,1.21E+02,1.11E-01,-0.214
,1.21E+02,1.11E-01,-0.214
,1.21E+02,1.11E-01,-0.214
,1.21E+02,1.11E-01,-0.214
,1.21E+02,1.11E-01,-0.214
,1.21E+02,1.11E-01,-0.214
,1.21E+02,1.11E-01,-0.214
,1.21E+02,1.11E-01,-0.215
,1.21E+02,1.11E-01,-0.215
,1.21E+02,1.11E-01,-0.215
,1.21E+02,1.11E-01,-0.215
,1.21E+02,1.11E-01,-0.215
,1.22E+02,1.11E-01,-0.216
,1.22E+02,1.11E-01,-0.216
,1.22E+02,1.11E-01,-0.216
,1.22E+02,1.11E-01,-0.216
,1.22E+02,1.11E-01,-0.217
,1.22E+02,1.11E-01,-0.217
,1.22E+02,1.11E-01,-0.217
,1.22E+02,1.11E-01,-0.218
,1.22E+02,1.11E-01,-0.218
,1.22E+02,1.11E-01,-0.218
,1.22E+02,1.11E-01,-0.219
,1.22E+02,1.11E-01,-0.219
,1.22E+02,1.11E-01,-0.22
,1.22E+02,1.11E-01,-0.22
,1.22E+02,1.11E-01,-0.22
,1.22E+02,1.11E-01,-0.221
,1.22E+02,1.11E-01,-0.222
,1.22E+02,1.11E-01,-0.222
,1.22E+02,1.11E-01,-0.222
,1.22E+02,1.12E-01,-0.223
,1.22E+02,1.12E-01,-0.223
,1.22E+02,1.12E-01,-0.224
,1.22E+02,1.12E-01,-0.224
,1.22E+02,1.12E-01,-0.225
,1.22E+02,1.12E-01,-0.225
,1.22E+02,1.12E-01,-0.225
,1.22E+02,1.12E-01,-0.226
,1.22E+02,1.12E-01,-0.226
,1.22E+02,1.12E-01,-0.226
,1.22E+02,1.12E-01,-0.227
,1.23E+02,1.12E-01,-0.227
,1.23E+02,1.12E-01,-0.228
,1.23E+02,1.12E-01,-0.228
,1.23E+02,1.12E-01,-0.229
,1.23E+02,1.12E-01,-0.229
,1.23E+02,1.12E-01,-0.23
,1.23E+02,1.12E-01,-0.23
,1.23E+02,1.12E-01,-0.231
,1.23E+02,1.12E-01,-0.232
,1.23E+02,1.12E-01,-0.232
,1.23E+02,1.12E-01,-0.233
,1.23E+02,1.12E-01,-0.233
,1.23E+02,1.12E-01,-0.234
,1.23E+02,1.12E-01,-0.235
,1.23E+02,1.12E-01,-0.235
,1.23E+02,1.12E-01,-0.236
,1.23E+02,1.12E-01,-0.236
,1.23E+02,1.12E-01,-0.237
,1.23E+02,1.12E-01,-0.238
,1.23E+02,1.12E-01,-0.238
,1.23E+02,1.12E-01,-0.239
,1.23E+02,1.12E-01,-0.24
,1.23E+02,1.12E-01,-0.24
,1.23E+02,1.12E-01,-0.241
,1.23E+02,1.12E-01,-0.241
,1.23E+02,1.12E-01,-0.242
,1.23E+02,1.12E-01,-0.242
,1.23E+02,1.12E-01,-0.243
,1.23E+02,1.12E-01,-0.243
,1.23E+02,1.12E-01,-0.244
,1.24E+02,1.12E-01,-0.244
,1.24E+02,1.12E-01,-0.245
,1.24E+02,1.12E-01,-0.245
,1.24E+02,1.12E-01,-0.246
,1.24E+02,1.12E-01,-0.247
,1.24E+02,1.12E-01,-0.247
,1.24E+02,1.12E-01,-0.248
,1.24E+02,1.12E-01,-0.248
,1.24E+02,1.12E-01,-0.249
,1.24E+02,1.12E-01,-0.25
,1.24E+02,1.12E-01,-0.25
,1.24E+02,1.12E-01,-0.252
,1.24E+02,1.11E-01,-0.252
,1.24E+02,1.11E-01,-0.253
,1.24E+02,1.11E-01,-0.253
,1.24E+02,1.11E-01,-0.255
,1.24E+02,1.11E-01,-0.255
,1.24E+02,1.11E-01,-0.255
,1.24E+02,1.11E-01,-0.256
,1.24E+02,1.10E-01,-0.257
,1.24E+02,1.10E-01,-0.257
,1.24E+02,1.10E-01,-0.257
,1.24E+02,1.10E-01,-0.258
,1.24E+02,1.10E-01,-0.259
,1.24E+02,1.10E-01,-0.259
,1.24E+02,1.09E-01,-0.26
,1.24E+02,1.09E-01,-0.26
,1.24E+02,1.09E-01,-0.261
,1.24E+02,1.09E-01,-0.261
,1.24E+02,1.09E-01,-0.262
,1.25E+02,1.09E-01,-0.262
,1.25E+02,1.08E-01,-0.263
,1.25E+02,1.08E-01,-0.264
,1.25E+02,1.08E-01,-0.264
,1.25E+02,1.08E-01,-0.265
,1.25E+02,1.08E-01,-0.266
,1.25E+02,1.08E-01,-0.266
,1.25E+02,1.08E-01,-0.267
,1.25E+02,1.07E-01,-0.267
,1.25E+02,1.07E-01,-0.268
,1.25E+02,1.07E-01,-0.269
,1.25E+02,1.07E-01,-0.27
,1.25E+02,1.07E-01,-0.271
,1.25E+02,1.06E-01,-0.271
,1.25E+02,1.06E-01,-0.272
,1.25E+02,1.06E-01,-0.273
,1.25E+02,1.06E-01,-0.273
,1.25E+02,1.05E-01,-0.274
,1.25E+02,1.05E-01,-0.274
,1.25E+02,1.05E-01,-0.275
,1.25E+02,1.05E-01,-0.276
,1.25E+02,1.04E-01,-0.276
,1.25E+02,1.04E-01,-0.277
,1.25E+02,1.04E-01,-0.277
,1.25E+02,1.04E-01,-0.278
,1.25E+02,1.03E-01,-0.278
,1.25E+02,1.03E-01,-0.279
,1.25E+02,1.03E-01,-0.279
,1.25E+02,1.02E-01,-0.28
,1.25E+02,1.02E-01,-0.28
,1.26E+02,1.02E-01,-0.281
,1.26E+02,1.01E-01,-0.282
,1.26E+02,1.01E-01,-0.282
,1.26E+02,1.01E-01,-0.283
,1.26E+02,1.01E-01,-0.283
,1.26E+02,1.00E-01,-0.284
,1.26E+02,1.00E-01,-0.284
,1.26E+02,9.97E-02,-0.285
,1.26E+02,9.93E-02,-0.285
,1.26E+02,9.90E-02,-0.286
,1.26E+02,9.87E-02,-0.287
,1.26E+02,9.83E-02,-0.287
,1.26E+02,9.80E-02,-0.288
,1.26E+02,9.77E-02,-0.289
,1.26E+02,9.74E-02,-0.289
,1.26E+02,9.70E-02,-0.29
,1.26E+02,9.70E-02,-0.29
,1.26E+02,9.66E-02,-0.291
,1.26E+02,9.62E-02,-0.291
,1.26E+02,9.58E-02,-0.292
,1.26E+02,9.58E-02,-0.292
,1.26E+02,9.51E-02,-0.293
,1.26E+02,9.51E-02,-0.293
,1.26E+02,9.51E-02,-0.293
,1.26E+02,9.46E-02,-0.294
,1.26E+02,9.42E-02,-0.294
,1.26E+02,9.39E-02,-0.295
,1.26E+02,9.38E-02,-0.295
,1.26E+02,9.34E-02,-0.296
,1.26E+02,9.32E-02,-0.296
,1.27E+02,9.27E-02,-0.296
,1.27E+02,9.22E-02,-0.297
,1.27E+02,9.17E-02,-0.297
,1.27E+02,9.12E-02,-0.298
,1.27E+02,9.07E-02,-0.299
,1.27E+02,9.05E-02,-0.299
,1.27E+02,9.00E-02,-0.299
,1.27E+02,8.95E-02,-0.3
,1.27E+02,8.89E-02,-0.301
,1.27E+02,8.87E-02,-0.301
,1.27E+02,8.82E-02,-0.301
,1.27E+02,8.76E-02,-0.302
,1.27E+02,8.75E-02,-0.302
,1.27E+02,8.70E-02,-0.302
,1.27E+02,8.64E-02,-0.303
,1.27E+02,8.62E-02,-0.303
,1.27E+02,8.58E-02,-0.304
,1.27E+02,8.57E-02,-0.304
,1.27E+02,8.52E-02,-0.304
,1.27E+02,8.51E-02,-0.305
,1.27E+02,8.45E-02,-0.305
,1.27E+02,8.45E-02,-0.305
,1.27E+02,8.40E-02,-0.306
,1.27E+02,8.39E-02,-0.306
,1.27E+02,8.33E-02,-0.306
,1.27E+02,8.32E-02,-0.306
,1.27E+02,8.27E-02,-0.307
,1.27E+02,8.21E-02,-0.308
,1.27E+02,8.20E-02,-0.308
,1.27E+02,8.14E-02,-0.308
,1.28E+02,8.08E-02,-0.309
,1.28E+02,8.07E-02,-0.309
,1.28E+02,8.01E-02,-0.309
,1.28E+02,8.00E-02,-0.309
,1.28E+02,7.94E-02,-0.31
,1.28E+02,7.87E-02,-0.31
,1.28E+02,7.87E-02,-0.311
,1.28E+02,7.80E-02,-0.311
,1.28E+02,7.80E-02,-0.311
,1.28E+02,7.73E-02,-0.312
,1.28E+02,7.72E-02,-0.312
,1.28E+02,7.66E-02,-0.312
,1.28E+02,7.66E-02,-0.312
,1.28E+02,7.65E-02,-0.313
,1.28E+02,7.57E-02,-0.313
,1.28E+02,7.56E-02,-0.313
,1.28E+02,7.55E-02,-0.313
,1.28E+02,7.48E-02,-0.313
,1.28E+02,7.47E-02,-0.314
,1.28E+02,7.44E-02,-0.314
,1.28E+02,7.43E-02,-0.314
,1.28E+02,7.37E-02,-0.314
,1.28E+02,7.35E-02,-0.314
,1.28E+02,7.35E-02,-0.314
,1.28E+02,7.28E-02,-0.315
,1.28E+02,7.28E-02,-0.315
,1.28E+02,7.22E-02,-0.315
,1.28E+02,7.22E-02,-0.316
,1.28E+02,7.16E-02,-0.316
,1.28E+02,7.16E-02,-0.316
,1.29E+02,7.10E-02,-0.317
,1.29E+02,7.10E-02,-0.317
,1.29E+02,7.04E-02,-0.317
,1.29E+02,7.04E-02,-0.317
,1.29E+02,6.98E-02,-0.318
,1.29E+02,6.98E-02,-0.318
,1.29E+02,6.98E-02,-0.318
,1.29E+02,6.92E-02,-0.319
,1.29E+02,6.91E-02,-0.319
,1.29E+02,6.92E-02,-0.319
,1.29E+02,6.91E-02,-0.319
,1.29E+02,6.85E-02,-0.319
,1.29E+02,6.85E-02,-0.319
,1.29E+02,6.85E-02,-0.319
,1.29E+02,6.85E-02,-0.319
,1.29E+02,6.85E-02,-0.319
,1.29E+02,6.85E-02,-0.319
,1.29E+02,6.85E-02,-0.319
,1.29E+02,6.85E-02,-0.319
,1.29E+02,6.78E-02,-0.32
,1.29E+02,6.78E-02,-0.32
,1.29E+02,6.77E-02,-0.32
,1.29E+02,6.75E-02,-0.32
,1.29E+02,6.74E-02,-0.32
,1.29E+02,6.73E-02,-0.32
,1.29E+02,6.66E-02,-0.32
,1.29E+02,6.65E-02,-0.321
,1.29E+02,6.62E-02,-0.321
,1.29E+02,6.61E-02,-0.321
,1.29E+02,6.60E-02,-0.321
,1.30E+02,6.59E-02,-0.321
,1.30E+02,6.56E-02,-0.321
,1.30E+02,6.55E-02,-0.321
,1.30E+02,6.49E-02,-0.321
,1.30E+02,6.49E-02,-0.321
,1.30E+02,6.49E-02,-0.321
,1.30E+02,6.49E-02,-0.321
,1.30E+02,6.49E-02,-0.321
,1.30E+02,6.49E-02,-0.321
,1.30E+02,6.49E-02,-0.321
,1.30E+02,6.50E-02,-0.321
,1.30E+02,6.49E-02,-0.321
,1.30E+02,6.50E-02,-0.321
,1.30E+02,6.50E-02,-0.321
,1.30E+02,6.51E-02,-0.321
,1.30E+02,6.51E-02,-0.321
,1.30E+02,6.50E-02,-0.321
,1.30E+02,6.51E-02,-0.321
,1.30E+02,6.50E-02,-0.321
,1.30E+02,6.50E-02,-0.321
,1.30E+02,6.49E-02,-0.321
,1.30E+02,6.49E-02,-0.321
,1.30E+02,6.48E-02,-0.321
,1.30E+02,6.48E-02,-0.321
,1.30E+02,6.48E-02,-0.321
,1.30E+02,6.47E-02,-0.321
,1.30E+02,6.47E-02,-0.321
,1.30E+02,6.47E-02,-0.321
,1.30E+02,6.47E-02,-0.321
,1.30E+02,6.47E-02,-0.321
,1.31E+02,6.47E-02,-0.321
,1.31E+02,6.48E-02,-0.321
,1.31E+02,6.48E-02,-0.321
,1.31E+02,6.48E-02,-0.321
,1.31E+02,6.49E-02,-0.321
,1.31E+02,6.50E-02,-0.321
,1.31E+02,6.50E-02,-0.321
,1.31E+02,6.50E-02,-0.321
,1.31E+02,6.51E-02,-0.321
,1.31E+02,6.50E-02,-0.321
,1.31E+02,6.51E-02,-0.321
,1.31E+02,6.51E-02,-0.321
,1.31E+02,6.51E-02,-0.321
,1.31E+02,6.51E-02,-0.321
,1.31E+02,6.51E-02,-0.321
,1.31E+02,6.51E-02,-0.321
,1.31E+02,6.51E-02,-0.321
,1.31E+02,6.52E-02,-0.321
,1.31E+02,6.53E-02,-0.321
,1.31E+02,6.52E-02,-0.321
,1.31E+02,6.52E-02,-0.321
,1.31E+02,6.52E-02,-0.321
,1.31E+02,6.52E-02,-0.321
,1.31E+02,6.52E-02,-0.321
,1.31E+02,6.52E-02,-0.321
,1.31E+02,6.52E-02,-0.321
,1.31E+02,6.52E-02,-0.321
,1.31E+02,6.52E-02,-0.321
,1.31E+02,6.53E-02,-0.321
,1.31E+02,6.54E-02,-0.321
,1.32E+02,6.55E-02,-0.321
,1.32E+02,6.56E-02,-0.321
,1.32E+02,6.64E-02,-0.321
,1.32E+02,6.64E-02,-0.321
,1.32E+02,6.64E-02,-0.321
,1.32E+02,6.64E-02,-0.321
,1.32E+02,6.71E-02,-0.32
,1.32E+02,6.70E-02,-0.32
,1.32E+02,6.70E-02,-0.32
,1.32E+02,6.77E-02,-0.32
,1.32E+02,6.76E-02,-0.319
,1.32E+02,6.77E-02,-0.319
,1.32E+02,6.83E-02,-0.319
,1.32E+02,6.83E-02,-0.319
,1.32E+02,6.83E-02,-0.319
,1.32E+02,6.89E-02,-0.318
,1.32E+02,6.89E-02,-0.318
,1.32E+02,6.90E-02,-0.318
,1.32E+02,6.90E-02,-0.318
,1.32E+02,6.97E-02,-0.317
,1.32E+02,6.99E-02,-0.317
,1.32E+02,6.99E-02,-0.317
,1.32E+02,7.01E-02,-0.317
,1.32E+02,7.07E-02,-0.317
,1.32E+02,7.08E-02,-0.317
,1.32E+02,7.09E-02,-0.317
,1.32E+02,7.09E-02,-0.317
,1.32E+02,7.18E-02,-0.316
,1.32E+02,7.19E-02,-0.316
,1.32E+02,7.21E-02,-0.316
,1.33E+02,7.28E-02,-0.316
,1.33E+02,7.31E-02,-0.316
,1.33E+02,7.32E-02,-0.316
,1.33E+02,7.39E-02,-0.315
,1.33E+02,7.40E-02,-0.315
,1.33E+02,7.47E-02,-0.314
,1.33E+02,7.50E-02,-0.314
,1.33E+02,7.57E-02,-0.314
,1.33E+02,7.58E-02,-0.314
,1.33E+02,7.64E-02,-0.313
,1.33E+02,7.65E-02,-0.313
,1.33E+02,7.71E-02,-0.313
,1.33E+02,7.71E-02,-0.313
,1.33E+02,7.77E-02,-0.312
,1.33E+02,7.77E-02,-0.312
,1.33E+02,7.82E-02,-0.311
,1.33E+02,7.82E-02,-0.311
,1.33E+02,7.88E-02,-0.311
,1.33E+02,7.88E-02,-0.311
,1.33E+02,7.93E-02,-0.31
,1.33E+02,7.94E-02,-0.31
,1.33E+02,8.00E-02,-0.309
,1.33E+02,8.00E-02,-0.309
,1.33E+02,8.06E-02,-0.309
,1.33E+02,8.06E-02,-0.309
,1.33E+02,8.12E-02,-0.308
,1.33E+02,8.13E-02,-0.308
,1.33E+02,8.19E-02,-0.307
,1.33E+02,8.25E-02,-0.307
,1.33E+02,8.26E-02,-0.307
,1.34E+02,8.32E-02,-0.306
,1.34E+02,8.38E-02,-0.306
,1.34E+02,8.39E-02,-0.306
,1.34E+02,8.45E-02,-0.305
,1.34E+02,8.51E-02,-0.305
,1.34E+02,8.52E-02,-0.304
,1.34E+02,8.58E-02,-0.304
,1.34E+02,8.64E-02,-0.303
,1.34E+02,8.65E-02,-0.303
,1.34E+02,8.70E-02,-0.303
,1.34E+02,8.75E-02,-0.302
,1.34E+02,8.77E-02,-0.302
,1.34E+02,8.82E-02,-0.301
,1.34E+02,8.83E-02,-0.301
,1.34E+02,8.88E-02,-0.301
,1.34E+02,8.89E-02,-0.301
,1.34E+02,8.94E-02,-0.3
,1.34E+02,8.95E-02,-0.3
,1.34E+02,8.99E-02,-0.299
,1.34E+02,9.05E-02,-0.299
,1.34E+02,9.06E-02,-0.299
,1.34E+02,9.11E-02,-0.298
,1.34E+02,9.16E-02,-0.298
,1.34E+02,9.20E-02,-0.297
,1.34E+02,9.20E-02,-0.297
,1.34E+02,9.24E-02,-0.296
,1.34E+02,9.29E-02,-0.295
,1.34E+02,9.34E-02,-0.295
,1.34E+02,9.38E-02,-0.294
,1.34E+02,9.38E-02,-0.294
,1.35E+02,9.43E-02,-0.293
,1.35E+02,9.51E-02,-0.293
,1.35E+02,9.51E-02,-0.292
,1.35E+02,9.55E-02,-0.292
,1.35E+02,9.59E-02,-0.291
,1.35E+02,9.63E-02,-0.291
,1.35E+02,9.63E-02,-0.29
,1.35E+02,9.68E-02,-0.29
,1.35E+02,9.72E-02,-0.29
,1.35E+02,9.76E-02,-0.289
,1.35E+02,9.76E-02,-0.289
,1.35E+02,9.81E-02,-0.288
,1.35E+02,9.85E-02,-0.288
,1.35E+02,9.89E-02,-0.287
,1.35E+02,9.90E-02,-0.287
,1.35E+02,9.93E-02,-0.286
,1.35E+02,9.97E-02,-0.286
,1.35E+02,1.00E-01,-0.285
,1.35E+02,1.00E-01,-0.285
,1.35E+02,1.01E-01,-0.284
,1.35E+02,1.01E-01,-0.284
,1.35E+02,1.01E-01,-0.283
,1.35E+02,1.02E-01,-0.282
,1.35E+02,1.02E-01,-0.282
,1.35E+02,1.02E-01,-0.281
,1.35E+02,1.03E-01,-0.281
,1.35E+02,1.03E-01,-0.28
,1.35E+02,1.03E-01,-0.279
,1.35E+02,1.04E-01,-0.279
,1.35E+02,1.04E-01,-0.278
,1.36E+02,1.04E-01,-0.277
,1.36E+02,1.05E-01,-0.277
,1.36E+02,1.05E-01,-0.276
,1.36E+02,1.05E-01,-0.275
,1.36E+02,1.05E-01,-0.275
,1.36E+02,1.05E-01,-0.274
,1.36E+02,1.06E-01,-0.274
,1.36E+02,1.06E-01,-0.273
,1.36E+02,1.06E-01,-0.273
,1.36E+02,1.06E-01,-0.272
,1.36E+02,1.06E-01,-0.271
,1.36E+02,1.06E-01,-0.271
,1.36E+02,1.07E-01,-0.27
,1.36E+02,1.07E-01,-0.27
,1.36E+02,1.07E-01,-0.269
,1.36E+02,1.07E-01,-0.269
,1.36E+02,1.07E-01,-0.268
,1.36E+02,1.08E-01,-0.268
,1.36E+02,1.08E-01,-0.267
,1.36E+02,1.08E-01,-0.266
,1.36E+02,1.08E-01,-0.266
,1.36E+02,1.08E-01,-0.265
,1.36E+02,1.09E-01,-0.264
,1.36E+02,1.09E-01,-0.264
,1.36E+02,1.09E-01,-0.263
,1.36E+02,1.09E-01,-0.262
,1.36E+02,1.10E-01,-0.262
,1.36E+02,1.10E-01,-0.261
,1.36E+02,1.10E-01,-0.26
,1.36E+02,1.10E-01,-0.26
,1.37E+02,1.10E-01,-0.259
,1.37E+02,1.10E-01,-0.259
,1.37E+02,1.11E-01,-0.258
,1.37E+02,1.11E-01,-0.257
,1.37E+02,1.11E-01,-0.257
,1.37E+02,1.11E-01,-0.256
,1.37E+02,1.11E-01,-0.256
,1.37E+02,1.11E-01,-0.255
,1.37E+02,1.11E-01,-0.255
,1.37E+02,1.11E-01,-0.254
,1.37E+02,1.11E-01,-0.254
,1.37E+02,1.11E-01,-0.253
,1.37E+02,1.11E-01,-0.252
,1.37E+02,1.11E-01,-0.252
,1.37E+02,1.11E-01,-0.251
,1.37E+02,1.11E-01,-0.251
,1.37E+02,1.11E-01,-0.25
,1.37E+02,1.11E-01,-0.249
,1.37E+02,1.11E-01,-0.249
,1.37E+02,1.11E-01,-0.248
,1.37E+02,1.11E-01,-0.247
,1.37E+02,1.11E-01,-0.247
,1.37E+02,1.11E-01,-0.246
,1.37E+02,1.11E-01,-0.246
,1.37E+02,1.11E-01,-0.245
,1.37E+02,1.11E-01,-0.244
,1.37E+02,1.11E-01,-0.244
,1.37E+02,1.11E-01,-0.243
,1.37E+02,1.11E-01,-0.242
,1.37E+02,1.11E-01,-0.242
,1.38E+02,1.11E-01,-0.241
,1.38E+02,1.11E-01,-0.241
,1.38E+02,1.11E-01,-0.24
,1.38E+02,1.11E-01,-0.24
,1.38E+02,1.11E-01,-0.239
,1.38E+02,1.11E-01,-0.239
,1.38E+02,1.11E-01,-0.238
,1.38E+02,1.11E-01,-0.238
,1.38E+02,1.11E-01,-0.237
,1.38E+02,1.11E-01,-0.237
,1.38E+02,1.11E-01,-0.237
,1.38E+02,1.11E-01,-0.236
,1.38E+02,1.11E-01,-0.236
,1.38E+02,1.11E-01,-0.235
,1.38E+02,1.11E-01,-0.235
,1.38E+02,1.11E-01,-0.235
,1.38E+02,1.11E-01,-0.234
,1.38E+02,1.11E-01,-0.234
,1.38E+02,1.11E-01,-0.233
,1.38E+02,1.11E-01,-0.232
,1.38E+02,1.11E-01,-0.232
,1.38E+02,1.11E-01,-0.231
,1.38E+02,1.11E-01,-0.231
,1.38E+02,1.11E-01,-0.23
,1.38E+02,1.11E-01,-0.23
,1.38E+02,1.11E-01,-0.229
,1.38E+02,1.11E-01,-0.229
,1.38E+02,1.11E-01,-0.229
,1.38E+02,1.11E-01,-0.228
,1.38E+02,1.11E-01,-0.228
,1.39E+02,1.11E-01,-0.227
,1.39E+02,1.11E-01,-0.227
,1.39E+02,1.11E-01,-0.227
,1.39E+02,1.11E-01,-0.226
,1.39E+02,1.11E-01,-0.226
,1.39E+02,1.11E-01,-0.226
,1.39E+02,1.11E-01,-0.225
,1.39E+02,1.11E-01,-0.225
,1.39E+02,1.11E-01,-0.225
,1.39E+02,1.11E-01,-0.225
,1.39E+02,1.11E-01,-0.224
,1.39E+02,1.11E-01,-0.224
,1.39E+02,1.11E-01,-0.224
,1.39E+02,1.11E-01,-0.224
,1.39E+02,1.11E-01,-0.223
,1.39E+02,1.11E-01,-0.223
,1.39E+02,1.11E-01,-0.223
,1.39E+02,1.11E-01,-0.222
,1.39E+02,1.11E-01,-0.222
,1.39E+02,1.11E-01,-0.222
,1.39E+02,1.11E-01,-0.221
,1.39E+02,1.11E-01,-0.221
,1.39E+02,1.11E-01,-0.22
,1.39E+02,1.11E-01,-0.22
,1.39E+02,1.11E-01,-0.22
,1.39E+02,1.11E-01,-0.22
,1.39E+02,1.11E-01,-0.219
,1.39E+02,1.11E-01,-0.219
,1.39E+02,1.11E-01,-0.219
,1.40E+02,1.11E-01,-0.218
,1.40E+02,1.11E-01,-0.218
,1.40E+02,1.11E-01,-0.218
,1.40E+02,1.11E-01,-0.218
,1.40E+02,1.11E-01,-0.218
,1.40E+02,1.11E-01,-0.217
,1.40E+02,1.11E-01,-0.217
,1.40E+02,1.11E-01,-0.217
,1.40E+02,1.11E-01,-0.217
,1.40E+02,1.11E-01,-0.217
,1.40E+02,1.11E-01,-0.217
,1.40E+02,1.11E-01,-0.216
,1.40E+02,1.11E-01,-0.216
,1.40E+02,1.11E-01,-0.216
,1.40E+02,1.11E-01,-0.216
,1.40E+02,1.11E-01,-0.216
,1.40E+02,1.11E-01,-0.216
,1.40E+02,1.11E-01,-0.216
,1.40E+02,1.11E-01,-0.215
,1.40E+02,1.11E-01,-0.215
,1.40E+02,1.11E-01,-0.215
,1.40E+02,1.11E-01,-0.215
,1.40E+02,1.11E-01,-0.215
,1.40E+02,1.11E-01,-0.214
,1.40E+02,1.11E-01,-0.214
,1.40E+02,1.11E-01,-0.214
,1.40E+02,1.11E-01,-0.214
,1.40E+02,1.11E-01,-0.214
,1.40E+02,1.11E-01,-0.214
,1.40E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.41E+02,1.11E-01,-0.214
,1.42E+02,1.11E-01,-0.214
,1.42E+02,1.11E-01,-0.214
,1.42E+02,1.11E-01,-0.214
,1.42E+02,1.11E-01,-0.214
,1.42E+02,1.11E-01,-0.214
,1.42E+02,1.11E-01,-0.214
,1.42E+02,1.11E-01,-0.214
,1.42E+02,1.11E-01,-0.214
,1.42E+02,1.11E-01,-0.214
,1.42E+02,1.11E-01,-0.214
,1.42E+02,1.11E-01,-0.214
,1.42E+02,1.11E-01,-0.214
,1.42E+02,1.11E-01,-0.214
,1.42E+02,1.11E-01,-0.214
,1.42E+02,1.11E-01,-0.215
,1.42E+02,1.11E-01,-0.215
,1.42E+02,1.11E-01,-0.215
,1.42E+02,1.11E-01,-0.215
,1.42E+02,1.11E-01,-0.215
,1.42E+02,1.11E-01,-0.215
,1.42E+02,1.11E-01,-0.215
,1.42E+02,1.11E-01,-0.216
,1.42E+02,1.11E-01,-0.216
,1.42E+02,1.11E-01,-0.216
,1.42E+02,1.11E-01,-0.216
,1.42E+02,1.11E-01,-0.217
,1.42E+02,1.11E-01,-0.217
,1.42E+02,1.11E-01,-0.217
,1.42E+02,1.11E-01,-0.217
,1.42E+02,1.11E-01,-0.218
,1.43E+02,1.11E-01,-0.218
,1.43E+02,1.11E-01,-0.218
,1.43E+02,1.11E-01,-0.218
,1.43E+02,1.11E-01,-0.219
,1.43E+02,1.11E-01,-0.219
,1.43E+02,1.11E-01,-0.22
,1.43E+02,1.11E-01,-0.22
,1.43E+02,1.11E-01,-0.22
,1.43E+02,1.11E-01,-0.22
,1.43E+02,1.12E-01,-0.221
,1.43E+02,1.12E-01,-0.221
