,,,
,t,x,y
,2.43E+02,1.11E-01,-0.258
,2.43E+02,1.11E-01,-0.258
,2.43E+02,1.11E-01,-0.257
,2.43E+02,1.11E-01,-0.257
,2.43E+02,1.11E-01,-0.257
,2.43E+02,1.11E-01,-0.256
,2.43E+02,1.11E-01,-0.255
,2.43E+02,1.11E-01,-0.255
,2.43E+02,1.11E-01,-0.255
,2.43E+02,1.11E-01,-0.255
,2.43E+02,1.11E-01,-0.255
,2.43E+02,1.12E-01,-0.255
,2.43E+02,1.12E-01,-0.255
,2.43E+02,1.11E-01,-0.255
,2.43E+02,1.12E-01,-0.254
,2.43E+02,1.12E-01,-0.254
,2.43E+02,1.12E-01,-0.254
,2.43E+02,1.12E-01,-0.253
,2.43E+02,1.12E-01,-0.253
,2.43E+02,1.12E-01,-0.253
,2.43E+02,1.12E-01,-0.252
,2.43E+02,1.12E-01,-0.252
,2.43E+02,1.12E-01,-0.251
,2.43E+02,1.12E-01,-0.251
,2.43E+02,1.12E-01,-0.25
,2.43E+02,1.12E-01,-0.25
,2.43E+02,1.12E-01,-0.249
,2.43E+02,1.12E-01,-0.249
,2.43E+02,1.12E-01,-0.249
,2.43E+02,1.12E-01,-0.248
,2.44E+02,1.11E-01,-0.248
,2.44E+02,1.11E-01,-0.247
,2.44E+02,1.11E-01,-0.247
,2.44E+02,1.11E-01,-0.247
,2.44E+02,1.11E-01,-0.246
,2.44E+02,1.11E-01,-0.246
,2.44E+02,1.11E-01,-0.246
,2.44E+02,1.11E-01,-0.245
,2.44E+02,1.11E-01,-0.245
,2.44E+02,1.11E-01,-0.245
,2.44E+02,1.11E-01,-0.245
,2.44E+02,1.11E-01,-0.244
,2.44E+02,1.12E-01,-0.244
,2.44E+02,1.11E-01,-0.244
,2.44E+02,1.12E-01,-0.243
,2.44E+02,1.11E-01,-0.243
,2.44E+02,1.12E-01,-0.243
,2.44E+02,1.12E-01,-0.242
,2.44E+02,1.12E-01,-0.242
,2.44E+02,1.12E-01,-0.242
,2.44E+02,1.12E-01,-0.241
,2.44E+02,1.12E-01,-0.241
,2.44E+02,1.11E-01,-0.24
,2.44E+02,1.12E-01,-0.24
,2.44E+02,1.12E-01,-0.24
,2.44E+02,1.12E-01,-0.239
,2.44E+02,1.11E-01,-0.239
,2.44E+02,1.11E-01,-0.239
,2.44E+02,1.11E-01,-0.239
,2.44E+02,1.11E-01,-0.238
,2.45E+02,1.11E-01,-0.238
,2.45E+02,1.11E-01,-0.238
,2.45E+02,1.11E-01,-0.238
,2.45E+02,1.11E-01,-0.237
,2.45E+02,1.11E-01,-0.237
,2.45E+02,1.11E-01,-0.237
,2.45E+02,1.11E-01,-0.237
,2.45E+02,1.11E-01,-0.237
,2.45E+02,1.11E-01,-0.236
,2.45E+02,1.11E-01,-0.236
,2.45E+02,1.11E-01,-0.236
,2.45E+02,1.11E-01,-0.236
,2.45E+02,1.11E-01,-0.236
,2.45E+02,1.11E-01,-0.235
,2.45E+02,1.11E-01,-0.235
,2.45E+02,1.11E-01,-0.235
,2.45E+02,1.11E-01,-0.235
,2.45E+02,1.11E-01,-0.234
,2.45E+02,1.11E-01,-0.234
,2.45E+02,1.11E-01,-0.234
,2.45E+02,1.11E-01,-0.234
,2.45E+02,1.11E-01,-0.234
,2.45E+02,1.11E-01,-0.233
,2.45E+02,1.11E-01,-0.233
,2.45E+02,1.11E-01,-0.233
,2.45E+02,1.11E-01,-0.233
,2.45E+02,1.11E-01,-0.233
,2.45E+02,1.11E-01,-0.233
,2.45E+02,1.11E-01,-0.232
,2.45E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.46E+02,1.11E-01,-0.232
,2.47E+02,1.11E-01,-0.232
,2.47E+02,1.11E-01,-0.232
,2.47E+02,1.11E-01,-0.232
,2.47E+02,1.11E-01,-0.232
,2.47E+02,1.11E-01,-0.232
,2.47E+02,1.11E-01,-0.232
,2.47E+02,1.11E-01,-0.232
,2.47E+02,1.11E-01,-0.232
,2.47E+02,1.11E-01,-0.232
,2.47E+02,1.11E-01,-0.232
,2.47E+02,1.11E-01,-0.232
,2.47E+02,1.11E-01,-0.232
,2.47E+02,1.11E-01,-0.232
,2.47E+02,1.11E-01,-0.232
,2.47E+02,1.11E-01,-0.232
,2.47E+02,1.11E-01,-0.232
,2.47E+02,1.11E-01,-0.232
,2.47E+02,1.11E-01,-0.233
,2.47E+02,1.11E-01,-0.233
,2.47E+02,1.11E-01,-0.233
,2.47E+02,1.11E-01,-0.233
,2.47E+02,1.11E-01,-0.233
,2.47E+02,1.11E-01,-0.233
,2.47E+02,1.11E-01,-0.233
,2.47E+02,1.11E-01,-0.233
,2.47E+02,1.11E-01,-0.234
,2.47E+02,1.11E-01,-0.234
,2.47E+02,1.11E-01,-0.234
,2.47E+02,1.11E-01,-0.234
,2.47E+02,1.11E-01,-0.234
,2.48E+02,1.11E-01,-0.234
,2.48E+02,1.11E-01,-0.234
,2.48E+02,1.11E-01,-0.235
,2.48E+02,1.11E-01,-0.235
,2.48E+02,1.11E-01,-0.235
,2.48E+02,1.11E-01,-0.235
,2.48E+02,1.11E-01,-0.236
,2.48E+02,1.11E-01,-0.236
,2.48E+02,1.11E-01,-0.236
,2.48E+02,1.11E-01,-0.236
,2.48E+02,1.11E-01,-0.236
,2.48E+02,1.11E-01,-0.237
,2.48E+02,1.11E-01,-0.237
,2.48E+02,1.11E-01,-0.237
,2.48E+02,1.11E-01,-0.237
,2.48E+02,1.11E-01,-0.237
,2.48E+02,1.11E-01,-0.238
,2.48E+02,1.11E-01,-0.238
,2.48E+02,1.11E-01,-0.238
,2.48E+02,1.11E-01,-0.238
,2.48E+02,1.11E-01,-0.238
,2.48E+02,1.11E-01,-0.239
,2.48E+02,1.11E-01,-0.239
,2.48E+02,1.11E-01,-0.239
,2.48E+02,1.11E-01,-0.239
,2.48E+02,1.11E-01,-0.24
,2.48E+02,1.11E-01,-0.24
,2.48E+02,1.11E-01,-0.24
,2.48E+02,1.11E-01,-0.241
,2.48E+02,1.11E-01,-0.241
,2.49E+02,1.11E-01,-0.241
,2.49E+02,1.11E-01,-0.242
,2.49E+02,1.11E-01,-0.242
,2.49E+02,1.11E-01,-0.242
,2.49E+02,1.11E-01,-0.243
,2.49E+02,1.11E-01,-0.243
,2.49E+02,1.11E-01,-0.243
,2.49E+02,1.11E-01,-0.244
,2.49E+02,1.11E-01,-0.244
,2.49E+02,1.11E-01,-0.244
,2.49E+02,1.11E-01,-0.245
,2.49E+02,1.11E-01,-0.245
,2.49E+02,1.11E-01,-0.245
,2.49E+02,1.11E-01,-0.245
,2.49E+02,1.11E-01,-0.246
,2.49E+02,1.11E-01,-0.246
,2.49E+02,1.11E-01,-0.246
,2.49E+02,1.11E-01,-0.247
,2.49E+02,1.11E-01,-0.247
,2.49E+02,1.11E-01,-0.247
,2.49E+02,1.11E-01,-0.248
,2.49E+02,1.11E-01,-0.248
,2.49E+02,1.11E-01,-0.248
,2.49E+02,1.11E-01,-0.249
,2.49E+02,1.11E-01,-0.249
,2.49E+02,1.11E-01,-0.25
,2.49E+02,1.11E-01,-0.25
,2.49E+02,1.11E-01,-0.251
,2.49E+02,1.11E-01,-0.251
,2.49E+02,1.11E-01,-0.251
,2.50E+02,1.11E-01,-0.252
,2.50E+02,1.11E-01,-0.252
,2.50E+02,1.11E-01,-0.253
,2.50E+02,1.11E-01,-0.253
,2.50E+02,1.11E-01,-0.253
,2.50E+02,1.11E-01,-0.254
,2.50E+02,1.11E-01,-0.254
,2.50E+02,1.11E-01,-0.255
,2.50E+02,1.11E-01,-0.255
,2.50E+02,1.11E-01,-0.255
,2.50E+02,1.11E-01,-0.256
,2.50E+02,1.11E-01,-0.256
,2.50E+02,1.11E-01,-0.257
,2.50E+02,1.11E-01,-0.257
,2.50E+02,1.11E-01,-0.257
,2.50E+02,1.11E-01,-0.258
,2.50E+02,1.11E-01,-0.258
,2.50E+02,1.10E-01,-0.258
,2.50E+02,1.10E-01,-0.259
,2.50E+02,1.10E-01,-0.259
,2.50E+02,1.10E-01,-0.26
,2.50E+02,1.10E-01,-0.26
,2.50E+02,1.10E-01,-0.26
,2.50E+02,1.10E-01,-0.261
,2.50E+02,1.10E-01,-0.261
,2.50E+02,1.10E-01,-0.261
,2.50E+02,1.10E-01,-0.262
,2.50E+02,1.10E-01,-0.263
,2.50E+02,1.09E-01,-0.263
,2.50E+02,1.09E-01,-0.263
,2.51E+02,1.09E-01,-0.264
,2.51E+02,1.09E-01,-0.264
,2.51E+02,1.09E-01,-0.265
,2.51E+02,1.09E-01,-0.265
,2.51E+02,1.09E-01,-0.266
,2.51E+02,1.09E-01,-0.266
,2.51E+02,1.09E-01,-0.266
,2.51E+02,1.09E-01,-0.266
,2.51E+02,1.08E-01,-0.267
,2.51E+02,1.08E-01,-0.268
,2.51E+02,1.08E-01,-0.268
,2.51E+02,1.08E-01,-0.268
,2.51E+02,1.08E-01,-0.268
,2.51E+02,1.08E-01,-0.269
,2.51E+02,1.08E-01,-0.269
,2.51E+02,1.08E-01,-0.269
,2.51E+02,1.08E-01,-0.269
,2.51E+02,1.07E-01,-0.271
,2.51E+02,1.07E-01,-0.271
,2.51E+02,1.07E-01,-0.27
,2.51E+02,1.06E-01,-0.272
,2.51E+02,1.06E-01,-0.272
,2.51E+02,1.06E-01,-0.272
,2.51E+02,1.06E-01,-0.273
,2.51E+02,1.06E-01,-0.273
,2.51E+02,1.06E-01,-0.273
,2.51E+02,1.05E-01,-0.274
,2.51E+02,1.05E-01,-0.274
,2.51E+02,1.05E-01,-0.274
,2.51E+02,1.05E-01,-0.275
,2.52E+02,1.05E-01,-0.276
,2.52E+02,1.04E-01,-0.276
,2.52E+02,1.04E-01,-0.276
,2.52E+02,1.04E-01,-0.276
,2.52E+02,1.04E-01,-0.277
,2.52E+02,1.04E-01,-0.277
,2.52E+02,1.04E-01,-0.278
,2.52E+02,1.03E-01,-0.279
,2.52E+02,1.03E-01,-0.279
,2.52E+02,1.03E-01,-0.279
,2.52E+02,1.03E-01,-0.28
,2.52E+02,1.03E-01,-0.28
,2.52E+02,1.03E-01,-0.28
,2.52E+02,1.02E-01,-0.281
,2.52E+02,1.02E-01,-0.281
,2.52E+02,1.02E-01,-0.281
,2.52E+02,1.01E-01,-0.282
,2.52E+02,1.01E-01,-0.282
,2.52E+02,1.01E-01,-0.282
,2.52E+02,1.01E-01,-0.283
,2.52E+02,1.01E-01,-0.284
,2.52E+02,1.01E-01,-0.284
,2.52E+02,1.00E-01,-0.285
,2.52E+02,1.00E-01,-0.285
,2.52E+02,9.95E-02,-0.285
,2.52E+02,9.94E-02,-0.286
,2.52E+02,9.90E-02,-0.286
,2.52E+02,9.89E-02,-0.286
,2.52E+02,9.88E-02,-0.286
,2.52E+02,9.82E-02,-0.287
,2.53E+02,9.82E-02,-0.287
,2.53E+02,9.81E-02,-0.288
,2.53E+02,9.77E-02,-0.288
,2.53E+02,9.77E-02,-0.288
,2.53E+02,9.72E-02,-0.289
,2.53E+02,9.69E-02,-0.289
,2.53E+02,9.68E-02,-0.289
,2.53E+02,9.65E-02,-0.29
,2.53E+02,9.64E-02,-0.29
,2.53E+02,9.63E-02,-0.29
,2.53E+02,9.57E-02,-0.291
,2.53E+02,9.57E-02,-0.291
,2.53E+02,9.56E-02,-0.291
,2.53E+02,9.52E-02,-0.292
,2.53E+02,9.52E-02,-0.292
,2.53E+02,9.45E-02,-0.293
,2.53E+02,9.44E-02,-0.293
,2.53E+02,9.44E-02,-0.293
,2.53E+02,9.40E-02,-0.294
,2.53E+02,9.39E-02,-0.294
,2.53E+02,9.31E-02,-0.295
,2.53E+02,9.31E-02,-0.295
,2.53E+02,9.31E-02,-0.295
,2.53E+02,9.27E-02,-0.296
,2.53E+02,9.26E-02,-0.296
,2.53E+02,9.26E-02,-0.296
,2.53E+02,9.21E-02,-0.296
,2.53E+02,9.20E-02,-0.296
,2.53E+02,9.20E-02,-0.296
,2.53E+02,9.15E-02,-0.297
,2.54E+02,9.14E-02,-0.297
,2.54E+02,9.09E-02,-0.298
,2.54E+02,9.08E-02,-0.298
,2.54E+02,9.02E-02,-0.298
,2.54E+02,9.01E-02,-0.298
,2.54E+02,9.00E-02,-0.298
,2.54E+02,8.95E-02,-0.299
,2.54E+02,8.94E-02,-0.299
,2.54E+02,8.89E-02,-0.299
,2.54E+02,8.89E-02,-0.299
,2.54E+02,8.88E-02,-0.299
,2.54E+02,8.83E-02,-0.3
,2.54E+02,8.83E-02,-0.3
,2.54E+02,8.77E-02,-0.301
,2.54E+02,8.76E-02,-0.301
,2.54E+02,8.76E-02,-0.301
,2.54E+02,8.71E-02,-0.301
,2.54E+02,8.70E-02,-0.301
,2.54E+02,8.65E-02,-0.302
,2.54E+02,8.64E-02,-0.302
,2.54E+02,8.59E-02,-0.303
,2.54E+02,8.58E-02,-0.303
,2.54E+02,8.57E-02,-0.303
,2.54E+02,8.53E-02,-0.303
,2.54E+02,8.52E-02,-0.303
,2.54E+02,8.51E-02,-0.303
,2.54E+02,8.46E-02,-0.304
,2.54E+02,8.46E-02,-0.304
,2.54E+02,8.45E-02,-0.304
,2.54E+02,8.40E-02,-0.304
,2.55E+02,8.39E-02,-0.304
,2.55E+02,8.39E-02,-0.305
,2.55E+02,8.33E-02,-0.305
,2.55E+02,8.32E-02,-0.305
,2.55E+02,8.32E-02,-0.305
,2.55E+02,8.26E-02,-0.306
,2.55E+02,8.25E-02,-0.306
,2.55E+02,8.25E-02,-0.306
,2.55E+02,8.19E-02,-0.306
,2.55E+02,8.19E-02,-0.306
,2.55E+02,8.18E-02,-0.306
,2.55E+02,8.13E-02,-0.307
,2.55E+02,8.12E-02,-0.307
,2.55E+02,8.12E-02,-0.307
,2.55E+02,8.06E-02,-0.307
,2.55E+02,8.06E-02,-0.307
,2.55E+02,8.05E-02,-0.307
,2.55E+02,7.99E-02,-0.308
,2.55E+02,7.99E-02,-0.308
,2.55E+02,7.99E-02,-0.308
,2.55E+02,7.99E-02,-0.308
,2.55E+02,7.93E-02,-0.309
,2.55E+02,7.93E-02,-0.309
,2.55E+02,7.93E-02,-0.309
,2.55E+02,7.93E-02,-0.309
,2.55E+02,7.87E-02,-0.309
,2.55E+02,7.87E-02,-0.309
,2.55E+02,7.87E-02,-0.309
,2.55E+02,7.87E-02,-0.309
,2.55E+02,7.87E-02,-0.309
,2.56E+02,7.87E-02,-0.309
,2.56E+02,7.81E-02,-0.31
,2.56E+02,7.81E-02,-0.31
,2.56E+02,7.81E-02,-0.31
,2.56E+02,7.81E-02,-0.31
,2.56E+02,7.81E-02,-0.31
,2.56E+02,7.75E-02,-0.311
,2.56E+02,7.75E-02,-0.311
,2.56E+02,7.75E-02,-0.311
,2.56E+02,7.75E-02,-0.311
,2.56E+02,7.75E-02,-0.311
,2.56E+02,7.74E-02,-0.311
,2.56E+02,7.68E-02,-0.311
,2.56E+02,7.68E-02,-0.311
,2.56E+02,7.68E-02,-0.311
,2.56E+02,7.68E-02,-0.311
,2.56E+02,7.68E-02,-0.311
,2.56E+02,7.68E-02,-0.311
,2.56E+02,7.67E-02,-0.311
,2.56E+02,7.68E-02,-0.311
,2.56E+02,7.68E-02,-0.311
,2.56E+02,7.67E-02,-0.311
,2.56E+02,7.68E-02,-0.311
,2.56E+02,7.67E-02,-0.311
,2.56E+02,7.67E-02,-0.311
,2.56E+02,7.68E-02,-0.311
,2.56E+02,7.68E-02,-0.311
,2.56E+02,7.68E-02,-0.311
,2.56E+02,7.68E-02,-0.311
,2.56E+02,7.68E-02,-0.311
,2.57E+02,7.68E-02,-0.311
,2.57E+02,7.68E-02,-0.311
,2.57E+02,7.68E-02,-0.311
,2.57E+02,7.69E-02,-0.311
,2.57E+02,7.69E-02,-0.311
,2.57E+02,7.69E-02,-0.311
,2.57E+02,7.69E-02,-0.311
,2.57E+02,7.69E-02,-0.311
,2.57E+02,7.69E-02,-0.311
,2.57E+02,7.69E-02,-0.311
,2.57E+02,7.69E-02,-0.311
,2.57E+02,7.69E-02,-0.311
,2.57E+02,7.70E-02,-0.311
,2.57E+02,7.69E-02,-0.311
,2.57E+02,7.70E-02,-0.311
,2.57E+02,7.70E-02,-0.311
,2.57E+02,7.70E-02,-0.311
,2.57E+02,7.70E-02,-0.311
,2.57E+02,7.69E-02,-0.311
,2.57E+02,7.69E-02,-0.311
,2.57E+02,7.69E-02,-0.311
,2.57E+02,7.69E-02,-0.311
,2.57E+02,7.69E-02,-0.311
,2.57E+02,7.69E-02,-0.311
,2.57E+02,7.69E-02,-0.311
,2.57E+02,7.69E-02,-0.311
,2.57E+02,7.69E-02,-0.311
,2.57E+02,7.69E-02,-0.311
,2.57E+02,7.68E-02,-0.311
,2.57E+02,7.68E-02,-0.311
,2.58E+02,7.68E-02,-0.311
,2.58E+02,7.68E-02,-0.311
,2.58E+02,7.68E-02,-0.311
,2.58E+02,7.68E-02,-0.311
,2.58E+02,7.68E-02,-0.311
,2.58E+02,7.69E-02,-0.311
,2.58E+02,7.69E-02,-0.311
,2.58E+02,7.69E-02,-0.311
,2.58E+02,7.69E-02,-0.311
,2.58E+02,7.69E-02,-0.311
,2.58E+02,7.69E-02,-0.311
,2.58E+02,7.69E-02,-0.311
,2.58E+02,7.70E-02,-0.311
,2.58E+02,7.70E-02,-0.311
,2.58E+02,7.70E-02,-0.311
,2.58E+02,7.70E-02,-0.311
,2.58E+02,7.70E-02,-0.311
,2.58E+02,7.70E-02,-0.311
,2.58E+02,7.76E-02,-0.311
,2.58E+02,7.76E-02,-0.311
,2.58E+02,7.76E-02,-0.311
,2.58E+02,7.76E-02,-0.311
,2.58E+02,7.77E-02,-0.311
,2.58E+02,7.77E-02,-0.311
,2.58E+02,7.83E-02,-0.31
,2.58E+02,7.82E-02,-0.31
,2.58E+02,7.82E-02,-0.31
,2.58E+02,7.82E-02,-0.31
,2.58E+02,7.83E-02,-0.31
,2.58E+02,7.88E-02,-0.309
,2.59E+02,7.88E-02,-0.309
,2.59E+02,7.88E-02,-0.309
,2.59E+02,7.88E-02,-0.309
,2.59E+02,7.94E-02,-0.309
,2.59E+02,7.93E-02,-0.309
,2.59E+02,7.93E-02,-0.309
,2.59E+02,7.94E-02,-0.309
,2.59E+02,7.94E-02,-0.309
,2.59E+02,7.99E-02,-0.308
,2.59E+02,8.00E-02,-0.308
,2.59E+02,8.00E-02,-0.308
,2.59E+02,8.00E-02,-0.308
,2.59E+02,8.05E-02,-0.307
,2.59E+02,8.07E-02,-0.308
,2.59E+02,8.07E-02,-0.307
,2.59E+02,8.07E-02,-0.307
,2.59E+02,8.12E-02,-0.307
,2.59E+02,8.12E-02,-0.307
,2.59E+02,8.13E-02,-0.307
,2.59E+02,8.19E-02,-0.306
,2.59E+02,8.19E-02,-0.306
,2.59E+02,8.20E-02,-0.306
,2.59E+02,8.25E-02,-0.306
,2.59E+02,8.25E-02,-0.306
,2.59E+02,8.31E-02,-0.305
,2.59E+02,8.32E-02,-0.305
,2.59E+02,8.33E-02,-0.305
,2.59E+02,8.38E-02,-0.304
,2.59E+02,8.38E-02,-0.304
,2.59E+02,8.39E-02,-0.304
,2.60E+02,8.44E-02,-0.304
,2.60E+02,8.45E-02,-0.304
,2.60E+02,8.45E-02,-0.304
,2.60E+02,8.50E-02,-0.303
,2.60E+02,8.51E-02,-0.303
,2.60E+02,8.51E-02,-0.303
,2.60E+02,8.56E-02,-0.303
,2.60E+02,8.57E-02,-0.302
,2.60E+02,8.57E-02,-0.302
,2.60E+02,8.62E-02,-0.302
,2.60E+02,8.62E-02,-0.302
,2.60E+02,8.63E-02,-0.302
,2.60E+02,8.68E-02,-0.301
,2.60E+02,8.68E-02,-0.301
,2.60E+02,8.69E-02,-0.301
,2.60E+02,8.74E-02,-0.3
,2.60E+02,8.74E-02,-0.3
,2.60E+02,8.78E-02,-0.3
,2.60E+02,8.82E-02,-0.3
,2.60E+02,8.82E-02,-0.299
,2.60E+02,8.87E-02,-0.299
,2.60E+02,8.88E-02,-0.299
,2.60E+02,8.88E-02,-0.299
,2.60E+02,8.93E-02,-0.298
,2.60E+02,8.93E-02,-0.298
,2.60E+02,8.94E-02,-0.298
,2.60E+02,8.99E-02,-0.297
,2.60E+02,9.00E-02,-0.297
,2.60E+02,9.00E-02,-0.297
,2.60E+02,9.05E-02,-0.297
,2.61E+02,9.06E-02,-0.297
,2.61E+02,9.10E-02,-0.296
,2.61E+02,9.12E-02,-0.296
,2.61E+02,9.14E-02,-0.296
,2.61E+02,9.18E-02,-0.295
,2.61E+02,9.19E-02,-0.295
,2.61E+02,9.23E-02,-0.295
,2.61E+02,9.25E-02,-0.295
,2.61E+02,9.29E-02,-0.294
,2.61E+02,9.32E-02,-0.294
,2.61E+02,9.35E-02,-0.294
,2.61E+02,9.38E-02,-0.293
,2.61E+02,9.41E-02,-0.293
,2.61E+02,9.44E-02,-0.293
,2.61E+02,9.45E-02,-0.292
,2.61E+02,9.49E-02,-0.292
,2.61E+02,9.51E-02,-0.292
,2.61E+02,9.54E-02,-0.291
,2.61E+02,9.58E-02,-0.291
,2.61E+02,9.59E-02,-0.291
,2.61E+02,9.62E-02,-0.29
,2.61E+02,9.63E-02,-0.29
,2.61E+02,9.66E-02,-0.289
,2.61E+02,9.68E-02,-0.289
,2.61E+02,9.70E-02,-0.289
,2.61E+02,9.73E-02,-0.288
,2.61E+02,9.75E-02,-0.288
,2.61E+02,9.76E-02,-0.287
,2.61E+02,9.77E-02,-0.287
,2.61E+02,9.80E-02,-0.287
,2.62E+02,9.83E-02,-0.286
,2.62E+02,9.84E-02,-0.286
,2.62E+02,9.86E-02,-0.285
,2.62E+02,9.88E-02,-0.285
,2.62E+02,9.90E-02,-0.285
,2.62E+02,9.93E-02,-0.284
,2.62E+02,9.95E-02,-0.284
,2.62E+02,9.97E-02,-0.284
,2.62E+02,1.00E-01,-0.283
,2.62E+02,1.00E-01,-0.283
,2.62E+02,1.00E-01,-0.282
,2.62E+02,1.01E-01,-0.282
,2.62E+02,1.01E-01,-0.282
,2.62E+02,1.01E-01,-0.281
,2.62E+02,1.01E-01,-0.281
,2.62E+02,1.02E-01,-0.28
,2.62E+02,1.02E-01,-0.28
,2.62E+02,1.02E-01,-0.279
,2.62E+02,1.02E-01,-0.279
,2.62E+02,1.02E-01,-0.279
,2.62E+02,1.03E-01,-0.278
,2.62E+02,1.03E-01,-0.278
,2.62E+02,1.03E-01,-0.277
,2.62E+02,1.03E-01,-0.277
,2.62E+02,1.03E-01,-0.277
,2.62E+02,1.04E-01,-0.276
,2.62E+02,1.04E-01,-0.276
,2.62E+02,1.04E-01,-0.275
,2.62E+02,1.04E-01,-0.275
,2.62E+02,1.04E-01,-0.275
,2.63E+02,1.04E-01,-0.274
,2.63E+02,1.04E-01,-0.274
,2.63E+02,1.05E-01,-0.273
,2.63E+02,1.05E-01,-0.273
,2.63E+02,1.05E-01,-0.272
,2.63E+02,1.05E-01,-0.272
,2.63E+02,1.05E-01,-0.272
,2.63E+02,1.05E-01,-0.271
,2.63E+02,1.05E-01,-0.271
,2.63E+02,1.06E-01,-0.27
,2.63E+02,1.06E-01,-0.27
,2.63E+02,1.06E-01,-0.269
,2.63E+02,1.06E-01,-0.269
,2.63E+02,1.06E-01,-0.269
,2.63E+02,1.06E-01,-0.268
,2.63E+02,1.07E-01,-0.268
,2.63E+02,1.07E-01,-0.267
,2.63E+02,1.07E-01,-0.267
,2.63E+02,1.07E-01,-0.266
,2.63E+02,1.07E-01,-0.266
,2.63E+02,1.07E-01,-0.265
,2.63E+02,1.08E-01,-0.265
,2.63E+02,1.08E-01,-0.265
,2.63E+02,1.08E-01,-0.265
,2.63E+02,1.08E-01,-0.264
,2.63E+02,1.08E-01,-0.264
,2.63E+02,1.08E-01,-0.263
,2.63E+02,1.08E-01,-0.263
,2.63E+02,1.08E-01,-0.263
,2.63E+02,1.08E-01,-0.262
,2.64E+02,1.09E-01,-0.262
,2.64E+02,1.09E-01,-0.261
,2.64E+02,1.09E-01,-0.261
,2.64E+02,1.09E-01,-0.261
,2.64E+02,1.09E-01,-0.26
,2.64E+02,1.09E-01,-0.26
,2.64E+02,1.09E-01,-0.26
,2.64E+02,1.09E-01,-0.259
,2.64E+02,1.09E-01,-0.259
,2.64E+02,1.09E-01,-0.259
,2.64E+02,1.09E-01,-0.258
,2.64E+02,1.09E-01,-0.258
,2.64E+02,1.09E-01,-0.258
,2.64E+02,1.09E-01,-0.257
,2.64E+02,1.09E-01,-0.257
,2.64E+02,1.09E-01,-0.257
,2.64E+02,1.09E-01,-0.256
,2.64E+02,1.09E-01,-0.256
,2.64E+02,1.09E-01,-0.256
,2.64E+02,1.09E-01,-0.256
,2.64E+02,1.09E-01,-0.255
,2.64E+02,1.09E-01,-0.255
,2.64E+02,1.09E-01,-0.255
,2.64E+02,1.09E-01,-0.254
,2.64E+02,1.09E-01,-0.254
,2.64E+02,1.09E-01,-0.254
,2.64E+02,1.09E-01,-0.253
,2.64E+02,1.09E-01,-0.253
,2.64E+02,1.09E-01,-0.253
,2.64E+02,1.09E-01,-0.252
,2.65E+02,1.09E-01,-0.252
,2.65E+02,1.09E-01,-0.252
,2.65E+02,1.09E-01,-0.251
,2.65E+02,1.09E-01,-0.251
,2.65E+02,1.09E-01,-0.251
,2.65E+02,1.09E-01,-0.25
,2.65E+02,1.09E-01,-0.25
,2.65E+02,1.09E-01,-0.249
,2.65E+02,1.09E-01,-0.249
,2.65E+02,1.09E-01,-0.249
,2.65E+02,1.09E-01,-0.249
,2.65E+02,1.09E-01,-0.248
,2.65E+02,1.09E-01,-0.248
,2.65E+02,1.09E-01,-0.248
,2.65E+02,1.09E-01,-0.247
,2.65E+02,1.09E-01,-0.247
,2.65E+02,1.09E-01,-0.247
,2.65E+02,1.09E-01,-0.246
,2.65E+02,1.09E-01,-0.246
,2.65E+02,1.09E-01,-0.246
,2.65E+02,1.09E-01,-0.246
,2.65E+02,1.09E-01,-0.245
,2.65E+02,1.09E-01,-0.245
,2.65E+02,1.09E-01,-0.245
,2.65E+02,1.09E-01,-0.245
,2.65E+02,1.09E-01,-0.244
,2.65E+02,1.09E-01,-0.244
,2.65E+02,1.09E-01,-0.244
,2.65E+02,1.09E-01,-0.244
,2.65E+02,1.09E-01,-0.243
,2.66E+02,1.09E-01,-0.243
,2.66E+02,1.09E-01,-0.243
,2.66E+02,1.09E-01,-0.243
,2.66E+02,1.09E-01,-0.242
,2.66E+02,1.09E-01,-0.242
,2.66E+02,1.09E-01,-0.242
,2.66E+02,1.09E-01,-0.241
,2.66E+02,1.09E-01,-0.241
,2.66E+02,1.09E-01,-0.241
