,,
t,x,y
6.638,-9.23E-02,-0.153
6.672,-9.28E-02,-0.155
6.705,-9.35E-02,-0.156
6.738,-9.41E-02,-0.158
6.772,-9.45E-02,-0.159
6.805,-9.48E-02,-0.161
6.838,-9.55E-02,-0.162
6.872,-9.61E-02,-0.164
6.905,-9.66E-02,-0.166
6.938,-9.69E-02,-0.167
6.972,-9.73E-02,-0.169
7.005,-9.78E-02,-0.171
7.038,-9.81E-02,-0.173
7.072,-9.85E-02,-0.175
7.105,-9.87E-02,-0.176
7.139,-9.92E-02,-0.178
7.172,-9.94E-02,-0.18
7.205,-9.96E-02,-0.183
7.239,-9.98E-02,-0.184
7.272,-1.00E-01,-0.186
7.305,-9.99E-02,-0.188
7.339,-9.99E-02,-0.189
7.372,-9.99E-02,-0.191
7.405,-9.98E-02,-0.193
7.439,-9.97E-02,-0.195
7.472,-9.94E-02,-0.197
7.505,-9.92E-02,-0.198
7.539,-9.91E-02,-0.2
7.572,-9.88E-02,-0.202
7.606,-9.85E-02,-0.203
7.639,-9.82E-02,-0.205
7.672,-9.79E-02,-0.207
7.706,-9.76E-02,-0.208
7.739,-9.72E-02,-0.21
7.772,-9.69E-02,-0.211
7.806,-9.65E-02,-0.213
7.839,-9.62E-02,-0.214
7.872,-9.58E-02,-0.216
7.906,-9.52E-02,-0.217
7.939,-9.48E-02,-0.219
7.972,-9.43E-02,-0.221
8.006,-9.37E-02,-0.222
8.039,-9.31E-02,-0.224
8.073,-9.25E-02,-0.226
8.106,-9.18E-02,-0.227
8.139,-9.11E-02,-0.229
8.173,-9.05E-02,-0.23
8.206,-8.98E-02,-0.231
8.239,-8.91E-02,-0.233
8.273,-8.84E-02,-0.234
8.306,-8.76E-02,-0.236
8.339,-8.68E-02,-0.237
8.373,-8.62E-02,-0.239
8.406,-8.55E-02,-0.24
8.439,-8.48E-02,-0.241
8.473,-8.42E-02,-0.242
8.506,-8.35E-02,-0.243
8.54,-8.29E-02,-0.244
8.573,-8.22E-02,-0.246
8.606,-8.15E-02,-0.247
8.64,-8.10E-02,-0.248
8.673,-8.01E-02,-0.249
8.706,-7.94E-02,-0.25
8.74,-7.85E-02,-0.251
8.773,-7.76E-02,-0.253
8.806,-7.68E-02,-0.253
8.84,-7.58E-02,-0.255
8.873,-7.49E-02,-0.255
8.907,-7.38E-02,-0.257
8.94,-7.30E-02,-0.257
8.973,-7.19E-02,-0.258
9.007,-7.07E-02,-0.26
9.04,-6.99E-02,-0.26
9.073,-6.87E-02,-0.261
9.107,-6.79E-02,-0.262
9.14,-6.67E-02,-0.263
9.173,-6.56E-02,-0.264
9.207,-6.51E-02,-0.265
9.24,-6.38E-02,-0.266
9.273,-6.30E-02,-0.266
9.307,-6.18E-02,-0.267
9.34,-6.11E-02,-0.268
9.374,-6.02E-02,-0.269
9.407,-5.94E-02,-0.269
9.44,-5.85E-02,-0.27
9.474,-5.77E-02,-0.271
9.507,-5.69E-02,-0.271
9.54,-5.64E-02,-0.272
9.574,-5.51E-02,-0.272
9.607,-5.45E-02,-0.273
9.64,-5.37E-02,-0.273
9.674,-5.28E-02,-0.274
9.707,-5.19E-02,-0.274
9.74,-5.13E-02,-0.275
9.774,-5.00E-02,-0.275
9.807,-4.95E-02,-0.276
9.841,-4.84E-02,-0.277
9.874,-4.75E-02,-0.277
9.907,-4.69E-02,-0.277
9.941,-4.57E-02,-0.278
9.974,-4.51E-02,-0.278
10.007,-4.41E-02,-0.279
10.041,-4.31E-02,-0.279
10.074,-4.25E-02,-0.279
10.107,-4.15E-02,-0.28
10.141,-4.09E-02,-0.28
10.174,-4.02E-02,-0.28
10.207,-3.92E-02,-0.28
10.241,-3.88E-02,-0.281
10.274,-3.83E-02,-0.281
10.308,-3.78E-02,-0.281
10.341,-3.67E-02,-0.281
10.374,-3.63E-02,-0.281
10.408,-3.58E-02,-0.281
10.441,-3.49E-02,-0.282
10.474,-3.45E-02,-0.282
10.508,-3.41E-02,-0.282
10.541,-3.39E-02,-0.282
10.574,-3.31E-02,-0.282
10.608,-3.28E-02,-0.283
10.641,-3.24E-02,-0.283
10.674,-3.16E-02,-0.283
10.708,-3.12E-02,-0.283
10.741,-3.08E-02,-0.283
10.775,-3.01E-02,-0.284
10.808,-2.96E-02,-0.284
10.841,-2.93E-02,-0.284
10.875,-2.84E-02,-0.284
10.908,-2.81E-02,-0.284
10.941,-2.77E-02,-0.285
10.975,-2.73E-02,-0.285
11.008,-2.65E-02,-0.285
11.041,-2.60E-02,-0.285
11.075,-2.57E-02,-0.285
11.108,-2.53E-02,-0.285
11.141,-2.51E-02,-0.285
11.175,-2.48E-02,-0.285
11.208,-2.46E-02,-0.285
11.242,-2.44E-02,-0.285
11.275,-2.42E-02,-0.285
11.308,-2.41E-02,-0.285
11.342,-2.39E-02,-0.285
11.375,-2.38E-02,-0.285
11.408,-2.38E-02,-0.285
11.442,-2.38E-02,-0.285
11.475,-2.38E-02,-0.285
11.508,-2.37E-02,-0.285
11.542,-2.36E-02,-0.285
11.575,-2.35E-02,-0.285
11.608,-2.33E-02,-0.285
11.642,-2.31E-02,-0.285
11.675,-2.30E-02,-0.285
11.709,-2.29E-02,-0.285
11.742,-2.28E-02,-0.285
11.775,-2.27E-02,-0.285
11.809,-2.25E-02,-0.285
11.842,-2.24E-02,-0.285
11.875,-2.23E-02,-0.285
11.909,-2.21E-02,-0.285
11.942,-2.21E-02,-0.285
11.975,-2.21E-02,-0.285
12.009,-2.21E-02,-0.285
12.042,-2.23E-02,-0.285
12.075,-2.24E-02,-0.285
12.109,-2.26E-02,-0.285
12.142,-2.28E-02,-0.285
12.176,-2.30E-02,-0.285
12.209,-2.33E-02,-0.285
12.242,-2.35E-02,-0.285
12.276,-2.37E-02,-0.285
12.309,-2.40E-02,-0.285
12.342,-2.44E-02,-0.285
12.376,-2.47E-02,-0.285
12.409,-2.50E-02,-0.285
12.442,-2.53E-02,-0.285
12.476,-2.55E-02,-0.285
12.509,-2.58E-02,-0.285
12.542,-2.63E-02,-0.285
12.576,-2.65E-02,-0.285
12.609,-2.69E-02,-0.284
12.643,-2.71E-02,-0.284
12.676,-2.74E-02,-0.284
12.709,-2.78E-02,-0.284
12.743,-2.83E-02,-0.284
12.776,-2.85E-02,-0.284
12.809,-2.88E-02,-0.284
12.843,-2.91E-02,-0.284
12.876,-2.94E-02,-0.284
12.909,-3.02E-02,-0.283
12.943,-3.06E-02,-0.283
12.976,-3.10E-02,-0.283
13.01,-3.18E-02,-0.283
13.043,-3.22E-02,-0.283
13.076,-3.26E-02,-0.282
13.11,-3.34E-02,-0.282
13.143,-3.38E-02,-0.282
13.176,-3.46E-02,-0.282
13.21,-3.52E-02,-0.281
13.243,-3.61E-02,-0.281
13.276,-3.66E-02,-0.281
13.31,-3.76E-02,-0.28
13.343,-3.81E-02,-0.28
13.376,-3.89E-02,-0.28
13.41,-3.95E-02,-0.279
13.443,-4.01E-02,-0.279
13.477,-4.09E-02,-0.279
13.51,-4.15E-02,-0.279
13.543,-4.24E-02,-0.278
13.577,-4.29E-02,-0.278
13.61,-4.39E-02,-0.278
13.643,-4.44E-02,-0.277
13.677,-4.52E-02,-0.277
13.71,-4.57E-02,-0.277
13.743,-4.65E-02,-0.277
13.777,-4.70E-02,-0.276
13.81,-4.78E-02,-0.276
13.843,-4.87E-02,-0.275
13.877,-4.95E-02,-0.275
13.91,-5.00E-02,-0.274
13.944,-5.08E-02,-0.274
13.977,-5.17E-02,-0.273
14.01,-5.26E-02,-0.273
14.044,-5.35E-02,-0.272
14.077,-5.44E-02,-0.271
14.11,-5.53E-02,-0.271
14.144,-5.62E-02,-0.27
14.177,-5.71E-02,-0.27
14.21,-5.80E-02,-0.269
14.244,-5.88E-02,-0.268
14.277,-6.00E-02,-0.267
14.31,-6.08E-02,-0.267
14.344,-6.16E-02,-0.266
14.377,-6.24E-02,-0.265
14.411,-6.32E-02,-0.264
14.444,-6.43E-02,-0.263
14.477,-6.50E-02,-0.263
14.511,-6.57E-02,-0.262
14.544,-6.63E-02,-0.261
14.577,-6.70E-02,-0.261
14.611,-6.80E-02,-0.26
14.644,-6.87E-02,-0.259
14.677,-6.94E-02,-0.258
14.711,-7.04E-02,-0.257
14.744,-7.11E-02,-0.256
14.777,-7.18E-02,-0.256
14.811,-7.29E-02,-0.254
14.844,-7.37E-02,-0.254
14.878,-7.44E-02,-0.253
14.911,-7.54E-02,-0.252
14.944,-7.62E-02,-0.251
14.978,-7.72E-02,-0.25
15.011,-7.82E-02,-0.249
15.044,-7.92E-02,-0.248
15.078,-8.01E-02,-0.247
15.111,-8.10E-02,-0.245
15.144,-8.18E-02,-0.244
15.178,-8.26E-02,-0.243
15.211,-8.34E-02,-0.241
15.244,-8.41E-02,-0.24
15.278,-8.49E-02,-0.239
15.311,-8.55E-02,-0.238
15.345,-8.62E-02,-0.236
15.378,-8.68E-02,-0.235
15.411,-8.74E-02,-0.234
15.445,-8.80E-02,-0.233
15.478,-8.85E-02,-0.231
15.511,-8.92E-02,-0.23
15.545,-8.98E-02,-0.229
15.578,-9.04E-02,-0.228
15.611,-9.10E-02,-0.226
15.645,-9.16E-02,-0.225
15.678,-9.22E-02,-0.224
15.711,-9.27E-02,-0.222
15.745,-9.32E-02,-0.221
15.778,-9.36E-02,-0.22
15.812,-9.42E-02,-0.218
15.845,-9.47E-02,-0.216
15.878,-9.51E-02,-0.215
15.912,-9.55E-02,-0.213
15.945,-9.59E-02,-0.212
15.978,-9.63E-02,-0.21
16.012,-9.66E-02,-0.209
16.045,-9.69E-02,-0.207
16.078,-9.72E-02,-0.205
16.112,-9.75E-02,-0.204
16.145,-9.78E-02,-0.202
16.178,-9.80E-02,-0.2
16.212,-9.82E-02,-0.199
16.245,-9.84E-02,-0.197
16.279,-9.85E-02,-0.195
16.312,-9.86E-02,-0.194
16.345,-9.88E-02,-0.192
16.379,-9.88E-02,-0.19
16.412,-9.87E-02,-0.189
16.445,-9.87E-02,-0.187
16.479,-9.86E-02,-0.186
16.512,-9.86E-02,-0.184
16.545,-9.85E-02,-0.183
16.579,-9.84E-02,-0.181
16.612,-9.84E-02,-0.18
16.645,-9.82E-02,-0.178
16.679,-9.78E-02,-0.176
16.712,-9.75E-02,-0.174
16.746,-9.73E-02,-0.173
16.779,-9.69E-02,-0.171
16.812,-9.66E-02,-0.17
16.846,-9.62E-02,-0.168
16.879,-9.57E-02,-0.166
16.912,-9.54E-02,-0.165
16.946,-9.49E-02,-0.163
16.979,-9.43E-02,-0.161
17.012,-9.37E-02,-0.159
17.046,-9.31E-02,-0.157
17.079,-9.25E-02,-0.156
17.112,-9.20E-02,-0.154
17.146,-9.12E-02,-0.152
17.179,-9.06E-02,-0.151
17.213,-9.00E-02,-0.149
17.246,-8.94E-02,-0.148
17.279,-8.86E-02,-0.146
17.313,-8.80E-02,-0.145
17.346,-8.73E-02,-0.144
17.379,-8.67E-02,-0.142
17.413,-8.60E-02,-0.141
17.446,-8.51E-02,-0.139
17.479,-8.43E-02,-0.138
17.513,-8.36E-02,-0.137
17.546,-8.29E-02,-0.136
17.58,-8.18E-02,-0.134
17.613,-8.10E-02,-0.133
17.646,-8.03E-02,-0.131
17.68,-7.95E-02,-0.13
17.713,-7.86E-02,-0.129
17.746,-7.73E-02,-0.127
17.78,-7.64E-02,-0.126
17.813,-7.53E-02,-0.125
17.846,-7.44E-02,-0.123
17.88,-7.33E-02,-0.122
17.913,-7.21E-02,-0.121
17.946,-7.10E-02,-0.12
17.98,-6.98E-02,-0.118
18.013,-6.85E-02,-0.117
18.047,-6.72E-02,-0.116
18.08,-6.59E-02,-0.115
18.113,-6.51E-02,-0.114
18.147,-6.36E-02,-0.113
18.18,-6.27E-02,-0.112
18.213,-6.11E-02,-0.111
18.247,-6.02E-02,-0.11
18.28,-5.86E-02,-0.109
18.313,-5.77E-02,-0.108
18.347,-5.60E-02,-0.107
18.38,-5.52E-02,-0.106
18.413,-5.42E-02,-0.106
18.447,-5.26E-02,-0.105
18.48,-5.16E-02,-0.104
18.514,-5.07E-02,-0.103
18.547,-4.90E-02,-0.102
18.58,-4.79E-02,-0.101
18.614,-4.68E-02,-0.101
18.647,-4.50E-02,-9.96E-02
18.68,-4.38E-02,-9.89E-02
18.714,-4.26E-02,-9.82E-02
18.747,-4.13E-02,-9.76E-02
18.78,-4.00E-02,-9.70E-02
18.814,-3.86E-02,-9.64E-02
18.847,-3.72E-02,-9.57E-02
18.88,-3.56E-02,-9.51E-02
18.914,-3.42E-02,-9.46E-02
18.947,-3.27E-02,-9.40E-02
18.981,-3.12E-02,-9.35E-02
19.014,-2.98E-02,-9.29E-02
19.047,-2.86E-02,-9.25E-02
19.081,-2.73E-02,-9.21E-02
19.114,-2.57E-02,-9.17E-02
19.147,-2.46E-02,-9.13E-02
19.181,-2.32E-02,-9.09E-02
19.214,-2.19E-02,-9.06E-02
19.247,-2.07E-02,-9.03E-02
19.281,-1.94E-02,-9.00E-02
19.314,-1.83E-02,-8.97E-02
19.347,-1.71E-02,-8.95E-02
19.381,-1.58E-02,-8.93E-02
19.414,-1.47E-02,-8.91E-02
19.448,-1.34E-02,-8.89E-02
19.481,-1.20E-02,-8.88E-02
19.514,-1.07E-02,-8.87E-02
19.548,-9.41E-03,-8.86E-02
19.581,-8.33E-03,-8.86E-02
19.614,-6.97E-03,-8.84E-02
19.648,-5.69E-03,-8.83E-02
19.681,-4.43E-03,-8.82E-02
19.714,-3.17E-03,-8.82E-02
19.748,-1.91E-03,-8.81E-02
19.781,-5.69E-04,-8.81E-02
19.814,7.37E-04,-8.82E-02
19.848,2.12E-03,-8.82E-02
19.881,3.43E-03,-8.82E-02
19.915,4.67E-03,-8.82E-02
19.948,5.91E-03,-8.83E-02
19.981,7.05E-03,-8.83E-02
20.015,8.21E-03,-8.83E-02
20.048,9.32E-03,-8.83E-02
20.081,1.04E-02,-8.83E-02
20.115,1.14E-02,-8.84E-02
20.148,1.24E-02,-8.84E-02
20.181,1.33E-02,-8.85E-02
20.215,1.43E-02,-8.84E-02
20.248,1.54E-02,-8.87E-02
20.281,1.62E-02,-8.88E-02
20.315,1.71E-02,-8.90E-02
20.348,1.80E-02,-8.91E-02
20.382,1.90E-02,-8.93E-02
20.415,1.99E-02,-8.95E-02
20.448,2.09E-02,-8.97E-02
20.482,2.17E-02,-8.98E-02
20.515,2.28E-02,-9.01E-02
20.548,2.36E-02,-9.02E-02
20.582,2.47E-02,-9.05E-02
20.615,2.55E-02,-9.07E-02
20.648,2.63E-02,-9.11E-02
20.682,2.74E-02,-9.12E-02
20.715,2.83E-02,-9.16E-02
20.748,2.92E-02,-9.18E-02
20.782,3.00E-02,-9.21E-02
20.815,3.08E-02,-9.25E-02
20.849,3.16E-02,-9.27E-02
20.882,3.22E-02,-9.29E-02
20.915,3.31E-02,-9.31E-02
20.949,3.36E-02,-9.33E-02
20.982,3.44E-02,-9.38E-02
21.015,3.50E-02,-9.40E-02
21.049,3.59E-02,-9.43E-02
21.082,3.64E-02,-9.45E-02
21.115,3.70E-02,-9.47E-02
21.149,3.77E-02,-9.49E-02
21.182,3.82E-02,-9.51E-02
21.215,3.87E-02,-9.53E-02
21.249,3.93E-02,-9.55E-02
21.282,4.01E-02,-9.56E-02
21.316,4.07E-02,-9.58E-02
21.349,4.13E-02,-9.60E-02
21.382,4.20E-02,-9.62E-02
21.416,4.25E-02,-9.64E-02
21.449,4.30E-02,-9.65E-02
21.482,4.34E-02,-9.67E-02
21.516,4.41E-02,-9.68E-02
21.549,4.46E-02,-9.71E-02
21.582,4.52E-02,-9.74E-02
21.616,4.57E-02,-9.78E-02
21.649,4.64E-02,-9.81E-02
21.683,4.67E-02,-9.83E-02
21.716,4.70E-02,-9.86E-02
21.749,4.75E-02,-9.89E-02
21.783,4.78E-02,-9.90E-02
21.816,4.83E-02,-9.93E-02
21.849,4.85E-02,-9.95E-02
21.883,4.88E-02,-9.98E-02
21.916,4.90E-02,-9.98E-02
21.949,4.95E-02,-0.1
21.983,4.96E-02,-0.1
22.016,4.97E-02,-0.1
22.049,4.98E-02,-0.1
22.083,4.99E-02,-0.1
22.116,4.99E-02,-0.1
22.15,5.02E-02,-0.1
22.183,5.03E-02,-0.101
22.216,5.04E-02,-0.101
22.25,5.05E-02,-0.101
22.283,5.05E-02,-0.101
22.316,5.06E-02,-0.101
22.35,5.07E-02,-0.101
22.383,5.08E-02,-0.101
22.416,5.09E-02,-0.101
22.45,5.10E-02,-0.101
22.483,5.11E-02,-0.101
22.516,5.15E-02,-0.101
22.55,5.16E-02,-0.101
22.583,5.16E-02,-0.101
22.617,5.16E-02,-0.101
22.65,5.17E-02,-0.101
22.683,5.16E-02,-0.101
22.717,5.16E-02,-0.101
22.75,5.16E-02,-0.101
22.783,5.16E-02,-0.101
22.817,5.15E-02,-0.101
22.85,5.15E-02,-0.101
22.883,5.14E-02,-0.101
22.917,5.13E-02,-0.101
22.95,5.09E-02,-0.101
22.983,5.08E-02,-0.101
23.017,5.06E-02,-0.101
23.05,5.04E-02,-0.101
23.084,5.02E-02,-0.101
23.117,5.00E-02,-0.101
23.15,4.96E-02,-0.1
23.184,4.94E-02,-0.1
23.217,4.91E-02,-0.1
23.25,4.89E-02,-0.1
23.284,4.86E-02,-9.99E-02
23.317,4.84E-02,-1.00E-01
23.35,4.82E-02,-0.1
23.384,4.78E-02,-9.98E-02
23.417,4.76E-02,-9.97E-02
23.45,4.74E-02,-9.96E-02
23.484,4.73E-02,-9.94E-02
23.517,4.71E-02,-9.94E-02
23.551,4.66E-02,-9.91E-02
23.584,4.63E-02,-9.90E-02
23.617,4.61E-02,-9.87E-02
23.651,4.58E-02,-9.86E-02
23.684,4.53E-02,-9.84E-02
23.717,4.51E-02,-9.83E-02
23.751,4.47E-02,-9.80E-02
23.784,4.41E-02,-9.77E-02
23.817,4.36E-02,-9.75E-02
23.851,4.29E-02,-9.72E-02
23.884,4.24E-02,-9.69E-02
23.917,4.16E-02,-9.66E-02
23.951,4.11E-02,-9.63E-02
23.984,4.04E-02,-9.60E-02
24.018,3.98E-02,-9.57E-02
24.051,3.90E-02,-9.54E-02
24.084,3.85E-02,-9.51E-02
24.118,3.77E-02,-9.48E-02
24.151,3.72E-02,-9.45E-02
24.184,3.64E-02,-9.42E-02
24.218,3.59E-02,-9.39E-02
24.251,3.53E-02,-9.37E-02
24.284,3.46E-02,-9.35E-02
24.318,3.41E-02,-9.33E-02
24.351,3.35E-02,-9.31E-02
24.384,3.28E-02,-9.30E-02
24.418,3.21E-02,-9.29E-02
24.451,3.14E-02,-9.27E-02
24.485,3.08E-02,-9.25E-02
24.518,3.02E-02,-9.25E-02
24.551,2.93E-02,-9.22E-02
24.585,2.85E-02,-9.20E-02
24.618,2.78E-02,-9.19E-02
24.651,2.71E-02,-9.19E-02
24.685,2.60E-02,-9.16E-02
24.718,2.52E-02,-9.14E-02
24.751,2.41E-02,-9.11E-02
24.785,2.32E-02,-9.09E-02
24.818,2.24E-02,-9.06E-02
24.851,2.12E-02,-9.03E-02
24.885,2.03E-02,-9.01E-02
24.918,1.92E-02,-8.99E-02
24.952,1.82E-02,-8.96E-02
24.985,1.73E-02,-8.94E-02
25.018,1.61E-02,-8.91E-02
25.052,1.51E-02,-8.89E-02
25.085,1.42E-02,-8.88E-02
25.118,1.30E-02,-8.86E-02
25.152,1.20E-02,-8.84E-02
25.185,1.11E-02,-8.82E-02
25.218,1.02E-02,-8.82E-02
25.252,9.25E-03,-8.81E-02
25.285,8.28E-03,-8.82E-02
25.318,7.31E-03,-8.82E-02
25.352,6.27E-03,-8.81E-02
25.385,5.17E-03,-8.82E-02
25.419,4.15E-03,-8.82E-02
25.452,3.10E-03,-8.82E-02
25.485,1.98E-03,-8.83E-02
25.519,9.93E-04,-8.83E-02
25.552,-1.27E-04,-8.83E-02
25.585,-1.38E-03,-8.83E-02
25.619,-2.66E-03,-8.83E-02
25.652,-3.94E-03,-8.83E-02
25.685,-5.19E-03,-8.84E-02
25.719,-6.49E-03,-8.85E-02
25.752,-7.83E-03,-8.86E-02
25.785,-8.89E-03,-8.87E-02
25.819,-1.02E-02,-8.89E-02
25.852,-1.16E-02,-8.91E-02
25.886,-1.28E-02,-8.93E-02
25.919,-1.41E-02,-8.96E-02
25.952,-1.54E-02,-8.99E-02
25.986,-1.66E-02,-9.00E-02
26.019,-1.79E-02,-9.03E-02
26.052,-1.90E-02,-9.06E-02
26.086,-2.02E-02,-9.09E-02
26.119,-2.14E-02,-9.12E-02
26.152,-2.26E-02,-9.16E-02
26.186,-2.39E-02,-9.19E-02
26.219,-2.50E-02,-9.22E-02
26.253,-2.63E-02,-9.25E-02
26.286,-2.74E-02,-9.29E-02
26.319,-2.88E-02,-9.32E-02
26.353,-2.98E-02,-9.36E-02
26.386,-3.13E-02,-9.39E-02
26.419,-3.26E-02,-9.43E-02
26.453,-3.36E-02,-9.48E-02
26.486,-3.51E-02,-9.51E-02
26.519,-3.65E-02,-9.57E-02
26.553,-3.78E-02,-9.62E-02
26.586,-3.91E-02,-9.69E-02
26.619,-4.06E-02,-9.75E-02
26.653,-4.20E-02,-9.82E-02
26.686,-4.32E-02,-9.89E-02
26.72,-4.45E-02,-9.95E-02
26.753,-4.57E-02,-0.1
26.786,-4.74E-02,-0.101
26.82,-4.86E-02,-0.102
26.853,-4.98E-02,-0.103
26.886,-5.09E-02,-0.103
26.92,-5.26E-02,-0.104
26.953,-5.35E-02,-0.105
26.986,-5.45E-02,-0.106
27.02,-5.61E-02,-0.107
27.053,-5.69E-02,-0.108
27.086,-5.85E-02,-0.109
27.12,-5.94E-02,-0.109
27.153,-6.01E-02,-0.11
27.187,-6.16E-02,-0.111
27.22,-6.24E-02,-0.112
27.253,-6.37E-02,-0.113
27.287,-6.44E-02,-0.114
27.32,-6.57E-02,-0.115
27.353,-6.69E-02,-0.116
